seed,omega,adaptive,step,source_residual_sse_0,source_residual_sse_1,source_residual_sse_2,source_residual_sse_3,source_residual_sse_4,source_residual_sse_5,source_residual_sse_6,source_residual_sse_7,source_residual_sse_8,source_residual_sse_9,source_residual_sse_10,source_residual_sse_11,source_residual_sse_12,source_residual_sse_13,source_residual_sse_14,source_residual_sse_15,source_residual_sse_16,path_visits_0,path_visits_1,path_visits_2,path_visits_3,path_visits_4,path_visits_5,path_visits_6,path_visits_7,path_visits_8,path_visits_9,path_visits_10,path_visits_11,path_visits_12,path_visits_13,path_visits_14,path_visits_15,path_visits_16
7,0.0,0,960,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.0182080713057076e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.913225216616411e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,0,1000,2.402522625288839e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,7.549516567451064e-14,6.483702463810914e-14,0e0,1.4033219031261979e-13,0e0,3.836930773104541e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.1671553440683056e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,0,1040,2.55351295663786e-13,0e0,4.440892098500626e-15,9.325873406851315e-15,5.440092820663267e-14,0e0,8.615330671091215e-14,4.707345624410664e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.913225216616411e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,0,1080,2.5979218776228663e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,4.463096558993129e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.5276668818842154e-13,0e0,3.339550858072471e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,0,1120,2.5623947408348613e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.440092820663267e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.339550858072471e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,0,1160,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.551115123125783e-14,0e0,6.128431095930864e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.877698079828406e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,0,1200,2.375877272697835e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,4.907185768843192e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,2.8066438062523957e-13,1.1013412404281553e-13,0e0,7.105427357601002e-14,3.055333763768431e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,40,2.5333295980090043e-5,0e0,8.039799467951525e-5,3.625280874075543e-5,1.4987900613050442e-4,0e0,1.3915046292822808e-4,1.0181044899582048e-4,0e0,4.0360854995924456e-6,0e0,6.33281179034384e-5,3.700385605043266e-5,0e0,4.605200774676632e-5,1.0510236074878776e-4,0e0,34,0,0,34,58,34,68,68,10,68,0,68,0,0,34,68,0
7,0.0,1,80,1.514744016617442e-5,0e0,2.93147963930096e-5,1.63719329293599e-5,3.85040139008197e-5,0e0,2.0685995423264103e-5,2.396497529844055e-5,0e0,4.6152613464300885e-7,0e0,1.4450265666710038e-5,2.6138985504076118e-5,0e0,1.2908410326417652e-5,4.6779286094533745e-5,0e0,34,0,0,34,61,34,68,68,7,68,0,69,0,0,34,67,0
7,0.0,1,120,3.461130319237782e-6,0e0,7.532443419222545e-6,3.839588657683635e-6,8.491456412684784e-6,0e0,4.516568139933952e-6,5.085946867211533e-6,0e0,2.3312641062034345e-7,0e0,3.370819499082245e-6,4.159909963163955e-6,0e0,3.5808843676932156e-6,1.005651104435401e-5,0e0,34,0,0,34,68,34,68,68,0,68,0,70,0,0,34,66,0
7,0.0,1,160,4.883526978360919e-7,0e0,1.1015801320013452e-6,5.418478892238454e-7,1.2970466336525988e-6,0e0,6.624423463108542e-7,7.686580474342009e-7,0e0,3.341854437621805e-8,0e0,5.15988013205515e-7,6.336171622933762e-7,0e0,5.328540311211327e-7,1.4654430096072701e-6,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,200,4.745314852172555e-8,0e0,1.055336129596185e-7,5.249878221036397e-8,1.232573492160327e-7,0e0,6.331853796837095e-8,7.316126815481994e-8,0e0,3.0661517769203783e-9,0e0,4.827153077258117e-8,6.200899349551037e-8,0e0,4.984264734275712e-8,1.4242305468314953e-7,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,240,2.811668675661849e-9,0e0,6.1982934340676366e-9,3.0897924219175366e-9,7.259038259377348e-9,0e0,3.6756429011575165e-9,4.306879297644173e-9,0e0,1.6548629133694703e-10,0e0,2.832052814483177e-9,3.645774349081421e-9,0e0,2.9441622473314055e-9,8.412051499817608e-9,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,280,9.231171382850789e-11,0e0,2.0027091096608274e-10,1.0012479734200497e-10,2.334432647188578e-10,0e0,1.1606893224325177e-10,1.3781420449276993e-10,0e0,4.156675004196586e-12,0e0,9.548983825879986e-11,1.1187939463752627e-10,0e0,9.687894930721086e-11,2.7002755587091087e-10,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,320,1.5936141295469497e-12,0e0,2.431832513138943e-12,1.092459456231154e-12,3.3011371414204405e-12,0e0,8.562039965909207e-13,1.3944401189291966e-12,0e0,6.394884621840902e-14,0e0,1.6058265828178264e-12,7.682743330406083e-13,0e0,1.9682033780554775e-12,4.948930154569098e-12,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,360,2.3514523661560816e-13,0e0,5.329070518200751e-15,1.5987211554602254e-14,4.9960036108132044e-14,0e0,3.907985046680551e-14,7.460698725481052e-14,0e0,1.2079226507921703e-13,0e0,4.654054919228656e-13,6.483702463810914e-14,0e0,6.394884621840902e-14,3.055333763768431e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,400,2.55351295663786e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.1671553440683056e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,440,2.4558133304708463e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.10702591327572e-14,0e0,7.549516567451064e-14,6.483702463810914e-14,0e0,1.5276668818842154e-13,0e0,3.801403636316536e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,480,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,4.9960036108132044e-14,0e0,7.549516567451064e-14,6.483702463810914e-14,0e0,1.4033219031261979e-13,0e0,3.836930773104541e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,520,2.375877272697835e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.3734794391857577e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.339550858072471e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.7355895326763857e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,560,2.402522625288839e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.1736392947532295e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.3092638912203256e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,600,2.48245868306185e-13,0e0,4.440892098500626e-15,9.325873406851315e-15,5.1736392947532295e-14,0e0,7.549516567451064e-14,7.194245199571014e-14,0e0,1.5276668818842154e-13,0e0,4.334310688136611e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,640,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.339550858072471e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.3447910280083306e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,680,2.402522625288839e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.306866057708248e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.877698079828406e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,720,2.4558133304708463e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,4.9960036108132044e-14,0e0,7.549516567451064e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.801403636316536e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,760,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.877698079828406e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,800,2.4358293160275934e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.801403636316536e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.4868995751603507e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,840,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.801403636316536e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,880,2.375877272697835e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.3734794391857577e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,920,2.375877272697835e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.46229728115577e-14,0e0,7.549516567451064e-14,6.483702463810914e-14,0e0,1.2079226507921703e-13,0e0,3.801403636316536e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.4868995751603507e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,960,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.0182080713057076e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.913225216616411e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,1000,2.402522625288839e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.262457136723242e-14,0e0,7.549516567451064e-14,6.483702463810914e-14,0e0,1.4033219031261979e-13,0e0,3.836930773104541e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.1671553440683056e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,1040,2.55351295663786e-13,0e0,4.440892098500626e-15,9.325873406851315e-15,5.440092820663267e-14,0e0,8.615330671091215e-14,4.707345624410664e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.913225216616411e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,1080,2.5979218776228663e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,4.463096558993129e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.5276668818842154e-13,0e0,3.339550858072471e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,1120,2.5623947408348613e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.440092820663267e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.2079226507921703e-13,0e0,3.339550858072471e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.2026824808563106e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,1160,2.48245868306185e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,5.551115123125783e-14,0e0,6.128431095930864e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,3.375077994860476e-13,1.1457501614131615e-13,0e0,7.105427357601002e-14,2.877698079828406e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.0,1,1200,2.375877272697835e-13,0e0,4.440892098500626e-15,8.881784197001252e-15,4.907185768843192e-14,0e0,8.615330671091215e-14,6.750155989720952e-14,0e0,1.4033219031261979e-13,0e0,2.8066438062523957e-13,1.1013412404281553e-13,0e0,7.105427357601002e-14,3.055333763768431e-13,0e0,34,0,0,34,68,34,68,68,0,68,0,71,0,0,34,65,0
7,0.3,0,40,5.370918559492566e-3,0e0,5.0336027052253485e-3,4.7636202070862055e-3,9.689332418929553e-4,0e0,4.2147517524426803e-4,2.1412471505755093e-4,0e0,1.0162786929868162e-3,0e0,1.0940827560261823e-3,4.193859174847603e-3,0e0,1.3923174774390645e-3,4.466186976060271e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,35,67,0
7,0.3,0,80,4.813530802493915e-3,0e0,4.95139230042696e-3,4.8896545195020735e-3,1.1039210057788296e-3,0e0,3.266476014687214e-4,3.5161684536433313e-4,0e0,9.852850926108658e-4,0e0,1.4414411343750544e-3,3.920555172953755e-3,0e0,1.3692254215129651e-3,4.498748603509739e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,37,65,0
7,0.3,0,120,4.837780637899414e-3,0e0,4.9675252521410584e-3,4.880324355326593e-3,1.0963823260681238e-3,0e0,3.3272035216214135e-4,3.547803262335947e-4,0e0,9.719452064018697e-4,0e0,1.4726526569575071e-3,3.922848147340119e-3,0e0,1.3153492036508396e-3,4.4971957395318896e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
7,0.3,0,160,4.834458755794913e-3,0e0,4.980454687029123e-3,4.8839012160897255e-3,1.098101934985607e-3,0e0,3.3358238579239696e-4,3.5458219099382404e-4,0e0,9.73468238953501e-4,0e0,1.4747036111657508e-3,3.931369341444224e-3,0e0,1.3005644796066917e-3,4.4840528862550855e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
7,0.3,0,200,4.830126621527597e-3,0e0,4.987492400687188e-3,4.885080154053867e-3,1.0999872392858379e-3,0e0,3.329447645228356e-4,3.536299445840996e-4,0e0,9.741891699377447e-4,0e0,1.4762979553779587e-3,3.9316206239163876e-3,0e0,1.2977712322026491e-3,4.480070958379656e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
7,0.3,0,240,4.828316959901713e-3,0e0,4.990654764696956e-3,4.885187780018896e-3,1.1011875430995133e-3,0e0,3.3243163488805294e-4,3.529871810314944e-4,0e0,9.743939444888383e-4,0e0,1.477524740039371e-3,3.930988255888224e-3,0e0,1.2966899812454358e-3,4.478842820390128e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
7,0.3,0,280,4.827395197935402e-3,0e0,4.992355301510543e-3,4.885299596935511e-3,1.1017990291293245e-3,0e0,3.3219730175915174e-4,3.5267911152914166e-4,0e0,9.744800336193293e-4,0e0,1.4780721394345164e-3,3.930687205865979e-3,0e0,1.2961028769495897e-3,4.47811494814232e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
7,0.3,0,320,4.826983204111457e-3,0e0,4.993067821487784e-3,4.885352565906942e-3,1.102075211747433e-3,0e0,3.3209861430805176e-4,3.5254101749160327e-4,0e0,9.745188435772434e-4,0e0,1.4783295409870334e-3,3.930546343326569e-3,0e0,1.2958623192389496e-3,4.477767288335599e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
7,0.3,0,360,4.826825519558042e-3,0e0,4.993398964870721e-3,4.885369213297963e-3,1.102179037843598e-3,0e0,3.320562973385677e-4,3.524789735820377e-4,0e0,9.74531183601357e-4,0e0,1.4784320155740716e-3,3.9304897072725e-3,0e0,1.2957786311744712e-3,4.477648268220946e-3,0e0,34,0,0,31,68,34,68,71,30,38,0,68,0,0,36,66,0
