seed,omega,adaptive,step,k_before,k_after,train_pre,heldout_pre,born,requests,denied,best_gain,coefficient_l1_previous_window,rhs,basis,coefficient_updates_before
19,0.3,1,200,9,9,0.0229788,0.0488586,-1,0,0,2.1667509e-5,7.242860354745062e-2,204800,8396800,1791
19,0.3,1,240,9,9,0.0228468,0.0499541,-1,0,0,1.9944953e-5,5.707528664788697e-2,245760,10076160,2151
19,0.3,1,280,9,9,0.0227760,0.0508924,-1,0,0,1.9712339e-5,4.374238007585518e-2,286720,11755520,2511
19,0.3,1,320,9,9,0.0227395,0.0516447,-1,0,0,1.9555584e-5,3.27330964646535e-2,327680,13434880,2871
19,0.3,1,360,9,9,0.0227214,0.0522199,-1,0,0,1.9444613e-5,2.3938292086313595e-2,368640,15114240,3231
19,0.3,1,400,9,9,0.0227128,0.0526429,-1,0,0,1.9367635e-5,1.7104233984355233e-2,409600,16793600,3591
19,0.3,1,440,9,10,0.0227088,0.0529436,32,1,0,1.9314828e-5,1.192999832710484e-2,450560,18472960,3951
19,0.3,1,480,10,11,0.0210466,0.0542150,40,2,0,1.5259564e-5,1.4797526183053833e-1,491520,20152320,4351
19,0.3,1,520,11,12,0.0188201,0.0670674,38,3,0,7.4904206e-6,1.898337036258937e-1,532480,21831680,4791
19,0.3,1,560,12,13,0.0172990,0.0686796,39,4,0,5.503141e-6,2.0040579603406172e-1,573440,23511040,5271
19,0.3,1,600,13,14,0.0155446,0.0666531,34,5,0,1.9582924e-6,2.3467139246884017e-1,614400,25190400,5791
19,0.3,1,640,14,15,0.0149371,0.0644848,35,6,0,1.8883784e-6,1.598453292693165e-1,655360,26869760,6351
19,0.3,1,680,15,16,0.0143254,0.0613821,29,7,0,1.5017462e-6,1.4843736183901513e-1,696320,28549120,6951
19,0.3,1,720,16,17,0.0138953,0.0631224,36,8,0,1.2942404e-6,1.287343146956914e-1,737280,30228480,7591
19,0.3,1,760,17,18,0.0133851,0.0662290,25,9,0,6.754739e-7,1.4706516060309127e-1,778240,31907840,8271
19,0.3,1,800,18,19,0.0131672,0.0722906,20,10,0,6.64222e-7,1.1445238047288342e-1,819200,33587200,8991
19,0.3,1,840,19,20,0.0103784,0.0829926,30,11,0,7.3346047e-7,3.3923980455324454e-1,860160,35266560,9751
19,0.3,1,880,20,21,0.0090149,0.0901834,28,12,0,4.7805037e-7,3.1812699622678053e-1,901120,36945920,10551
19,0.3,1,920,21,22,0.0082412,0.0905789,18,13,0,2.1644588e-7,2.8438607591550635e-1,942080,38625280,11391
19,0.3,1,960,22,23,0.0082234,0.0900692,12,14,0,5.609419e-7,3.0826801814920657e-1,983040,40304640,12271
19,0.3,1,1000,23,24,0.0080666,0.0901679,27,15,0,2.046482e-7,1.1785962042817033e-1,1024000,41984000,13191
19,0.3,1,1040,24,25,0.0079243,0.0903351,26,16,0,1.5185961e-7,1.047203390326672e-1,1064960,43663360,14151
19,0.3,1,1080,25,25,0.0077519,0.0890453,-1,17,1,2.5868808e-8,1.0247228843287814e-1,1105920,45342720,15151
19,0.3,1,1120,25,25,0.0077020,0.0879244,-1,18,2,1.8217523e-8,5.4459809630913014e-2,1146880,47022080,16151
19,0.3,1,1160,25,25,0.0076759,0.0870896,-1,19,3,1.4872794e-8,3.8497819429040625e-2,1187840,48701440,17151
19,0.3,1,1200,25,25,0.0076603,0.0865510,-1,20,4,1.600182e-8,3.0183527977072355e-2,1228800,50380800,18151
41,0.0,0,40,9,9,0.0049322,0.0141737,-1,0,0,3.4846053e-6,2.8341951791571773e-1,40960,1679360,351
41,0.0,0,80,9,9,0.0026805,0.0069069,-1,0,0,8.823268e-7,8.55483676472204e-2,81920,3358720,711
41,0.0,0,120,9,9,0.0012790,0.0033250,-1,0,0,2.0239663e-7,5.713669991018833e-2,122880,5038080,1071
41,0.0,0,160,9,9,0.0005124,0.0013477,-1,0,0,3.144706e-8,3.1795273809620994e-2,163840,6717440,1431
41,0.0,0,200,9,9,0.0001708,0.0004496,-1,0,0,3.4687375e-9,1.4247486843487422e-2,204800,8396800,1791
41,0.0,0,240,9,9,0.0000464,0.0001221,-1,0,0,2.565401e-10,5.196890518845976e-3,245760,10076160,2151
41,0.0,0,280,9,9,0.0000099,0.0000260,-1,0,0,1.1635533e-11,1.5267251100112844e-3,286720,11755520,2511
41,0.0,0,320,9,9,0.0000015,0.0000039,-1,0,0,2.547383e-13,3.4982506100789124e-4,327680,13434880,2871
41,0.0,0,360,9,9,0.0000002,0.0000004,-1,0,0,2.2077287e-15,5.834417164862771e-5,368640,15114240,3231
41,0.0,0,400,9,9,0.0000002,0.0000004,-1,0,0,1.8031697e-15,5.786482931681436e-6,409600,16793600,3591
41,0.0,0,440,9,9,0.0000002,0.0000004,-1,0,0,2.2720386e-15,7.977589360783424e-7,450560,18472960,3951
41,0.0,0,480,9,9,0.0000002,0.0000004,-1,0,0,1.7544158e-15,1.0561205745608995e-6,491520,20152320,4311
41,0.0,0,520,9,9,0.0000002,0.0000004,-1,0,0,2.3307103e-15,1.007048843882849e-6,532480,21831680,4671
41,0.0,0,560,9,9,0.0000002,0.0000004,-1,0,0,2.2048331e-15,1.4918518273683568e-6,573440,23511040,5031
41,0.0,0,600,9,9,0.0000002,0.0000004,-1,0,0,2.2047425e-15,1.3299856309809122e-6,614400,25190400,5391
41,0.0,0,640,9,9,0.0000002,0.0000004,-1,0,0,1.7953147e-15,1.4074609700456993e-6,655360,26869760,5751
41,0.0,0,680,9,9,0.0000002,0.0000004,-1,0,0,2.1029567e-15,1.1270509742743531e-6,696320,28549120,6111
41,0.0,0,720,9,9,0.0000002,0.0000004,-1,0,0,1.6928371e-15,1.418672151416115e-6,737280,30228480,6471
41,0.0,0,760,9,9,0.0000002,0.0000004,-1,0,0,2.217576e-15,1.3707283366640871e-6,778240,31907840,6831
41,0.0,0,800,9,9,0.0000002,0.0000004,-1,0,0,1.8124726e-15,1.4396743567065412e-6,819200,33587200,7191
41,0.0,0,840,9,9,0.0000002,0.0000004,-1,0,0,1.8177986e-15,1.590281161277518e-6,860160,35266560,7551
41,0.0,0,880,9,9,0.0000002,0.0000004,-1,0,0,1.6537766e-15,1.8532517904179535e-6,901120,36945920,7911
41,0.0,0,920,9,9,0.0000002,0.0000004,-1,0,0,2.8644928e-15,1.9649812629390917e-6,942080,38625280,8271
41,0.0,0,960,9,9,0.0000002,0.0000004,-1,0,0,1.5821411e-15,2.914585897399735e-6,983040,40304640,8631
41,0.0,0,1000,9,9,0.0000002,0.0000004,-1,0,0,2.285627e-15,2.9628466164319245e-6,1024000,41984000,8991
41,0.0,0,1040,9,9,0.0000002,0.0000004,-1,0,0,2.2425703e-15,2.234066722926059e-6,1064960,43663360,9351
41,0.0,0,1080,9,9,0.0000002,0.0000004,-1,0,0,2.5850512e-15,2.676740393310964e-6,1105920,45342720,9711
41,0.0,0,1120,9,9,0.0000002,0.0000004,-1,0,0,2.7290305e-15,2.8371550673672585e-6,1146880,47022080,10071
41,0.0,0,1160,9,9,0.0000002,0.0000004,-1,0,0,1.374284e-15,3.6845422797596172e-6,1187840,48701440,10431
41,0.0,0,1200,9,9,0.0000002,0.0000004,-1,0,0,1.5369527e-15,2.522019472702558e-6,1228800,50380800,10791
41,0.0,1,40,9,9,0.0049322,0.0141737,-1,0,0,3.4846053e-6,2.8341951791571773e-1,40960,1679360,351
41,0.0,1,80,9,9,0.0026805,0.0069069,-1,0,0,8.823268e-7,8.55483676472204e-2,81920,3358720,711
41,0.0,1,120,9,9,0.0012790,0.0033250,-1,0,0,2.0239663e-7,5.713669991018833e-2,122880,5038080,1071
41,0.0,1,160,9,9,0.0005124,0.0013477,-1,0,0,3.144706e-8,3.1795273809620994e-2,163840,6717440,1431
41,0.0,1,200,9,9,0.0001708,0.0004496,-1,0,0,3.4687375e-9,1.4247486843487422e-2,204800,8396800,1791
41,0.0,1,240,9,9,0.0000464,0.0001221,-1,0,0,2.565401e-10,5.196890518845976e-3,245760,10076160,2151
41,0.0,1,280,9,9,0.0000099,0.0000260,-1,0,0,1.1635533e-11,1.5267251100112844e-3,286720,11755520,2511
41,0.0,1,320,9,9,0.0000015,0.0000039,-1,0,0,2.547383e-13,3.4982506100789124e-4,327680,13434880,2871
41,0.0,1,360,9,9,0.0000002,0.0000004,-1,0,0,2.2077287e-15,5.834417164862771e-5,368640,15114240,3231
41,0.0,1,400,9,9,0.0000002,0.0000004,-1,0,0,1.8031697e-15,5.786482931681436e-6,409600,16793600,3591
41,0.0,1,440,9,9,0.0000002,0.0000004,-1,0,0,2.2720386e-15,7.977589360783424e-7,450560,18472960,3951
41,0.0,1,480,9,9,0.0000002,0.0000004,-1,0,0,1.7544158e-15,1.0561205745608995e-6,491520,20152320,4311
41,0.0,1,520,9,9,0.0000002,0.0000004,-1,0,0,2.3307103e-15,1.007048843882849e-6,532480,21831680,4671
41,0.0,1,560,9,9,0.0000002,0.0000004,-1,0,0,2.2048331e-15,1.4918518273683568e-6,573440,23511040,5031
41,0.0,1,600,9,9,0.0000002,0.0000004,-1,0,0,2.2047425e-15,1.3299856309809122e-6,614400,25190400,5391
41,0.0,1,640,9,9,0.0000002,0.0000004,-1,0,0,1.7953147e-15,1.4074609700456993e-6,655360,26869760,5751
41,0.0,1,680,9,9,0.0000002,0.0000004,-1,0,0,2.1029567e-15,1.1270509742743531e-6,696320,28549120,6111
41,0.0,1,720,9,9,0.0000002,0.0000004,-1,0,0,1.6928371e-15,1.418672151416115e-6,737280,30228480,6471
41,0.0,1,760,9,9,0.0000002,0.0000004,-1,0,0,2.217576e-15,1.3707283366640871e-6,778240,31907840,6831
41,0.0,1,800,9,9,0.0000002,0.0000004,-1,0,0,1.8124726e-15,1.4396743567065412e-6,819200,33587200,7191
41,0.0,1,840,9,9,0.0000002,0.0000004,-1,0,0,1.8177986e-15,1.590281161277518e-6,860160,35266560,7551
41,0.0,1,880,9,9,0.0000002,0.0000004,-1,0,0,1.6537766e-15,1.8532517904179535e-6,901120,36945920,7911
41,0.0,1,920,9,9,0.0000002,0.0000004,-1,0,0,2.8644928e-15,1.9649812629390917e-6,942080,38625280,8271
41,0.0,1,960,9,9,0.0000002,0.0000004,-1,0,0,1.5821411e-15,2.914585897399735e-6,983040,40304640,8631
41,0.0,1,1000,9,9,0.0000002,0.0000004,-1,0,0,2.285627e-15,2.9628466164319245e-6,1024000,41984000,8991
41,0.0,1,1040,9,9,0.0000002,0.0000004,-1,0,0,2.2425703e-15,2.234066722926059e-6,1064960,43663360,9351
41,0.0,1,1080,9,9,0.0000002,0.0000004,-1,0,0,2.5850512e-15,2.676740393310964e-6,1105920,45342720,9711
41,0.0,1,1120,9,9,0.0000002,0.0000004,-1,0,0,2.7290305e-15,2.8371550673672585e-6,1146880,47022080,10071
41,0.0,1,1160,9,9,0.0000002,0.0000004,-1,0,0,1.374284e-15,3.6845422797596172e-6,1187840,48701440,10431
41,0.0,1,1200,9,9,0.0000002,0.0000004,-1,0,0,1.5369527e-15,2.522019472702558e-6,1228800,50380800,10791
41,0.3,0,40,9,9,0.0276047,0.0392889,-1,0,0,3.7006528e-5,3.0522824866432074e-1,40960,1679360,351
41,0.3,0,80,9,9,0.0269292,0.0405323,-1,0,0,3.4026503e-5,1.3478015549117117e-1,81920,3358720,711
41,0.3,0,120,9,9,0.0267267,0.0417495,-1,0,0,3.6915884e-5,8.690602921706159e-2,122880,5038080,1071
41,0.3,0,160,9,9,0.0266921,0.0424093,-1,0,0,3.8003727e-5,4.029517336311983e-2,163840,6717440,1431
41,0.3,0,200,9,9,0.0266887,0.0426506,-1,0,0,3.837942e-5,1.3720441135774308e-2,204800,8396800,1791
41,0.3,0,240,9,9,0.0266885,0.0427106,-1,0,0,3.846808e-5,3.3739111900104035e-3,245760,10076160,2151
41,0.3,0,280,9,9,0.0266885,0.0427203,-1,0,0,3.8482136e-5,5.465353616784796e-4,286720,11755520,2511
41,0.3,0,320,9,9,0.0266885,0.0427210,-1,0,0,3.848346e-5,4.069848334411347e-5,327680,13434880,2871
41,0.3,0,360,9,9,0.0266885,0.0427210,-1,0,0,3.848347e-5,3.943580986959239e-6,368640,15114240,3231
41,0.3,0,400,9,9,0.0266885,0.0427210,-1,0,0,3.8483533e-5,1.3074895039836588e-6,409600,16793600,3591
41,0.3,0,440,9,9,0.0266885,0.0427210,-1,0,0,3.848356e-5,1.9265208943700313e-6,450560,18472960,3951
41,0.3,0,480,9,9,0.0266885,0.0427210,-1,0,0,3.848353e-5,1.5992091332139163e-6,491520,20152320,4311
41,0.3,0,520,9,9,0.0266885,0.0427210,-1,0,0,3.8483555e-5,1.8091024522378513e-6,532480,21831680,4671
41,0.3,0,560,9,9,0.0266885,0.0427210,-1,0,0,3.8483486e-5,1.9045553144810858e-6,573440,23511040,5031
41,0.3,0,600,9,9,0.0266885,0.0427210,-1,0,0,3.8483486e-5,1.9325272669320007e-6,614400,25190400,5391
41,0.3,0,640,9,9,0.0266885,0.0427210,-1,0,0,3.8483555e-5,2.727863874733144e-6,655360,26869760,5751
41,0.3,0,680,9,9,0.0266885,0.0427210,-1,0,0,3.8483548e-5,1.5885470632955555e-6,696320,28549120,6111
41,0.3,0,720,9,9,0.0266885,0.0427210,-1,0,0,3.848355e-5,3.6566306946617458e-6,737280,30228480,6471
41,0.3,0,760,9,9,0.0266885,0.0427210,-1,0,0,3.8483595e-5,3.694945585304768e-6,778240,31907840,6831
41,0.3,0,800,9,9,0.0266885,0.0427210,-1,0,0,3.8483253e-5,4.629830695745615e-6,819200,33587200,7191
41,0.3,0,840,9,9,0.0266885,0.0427210,-1,0,0,3.8483566e-5,5.4562186165823395e-6,860160,35266560,7551
41,0.3,0,880,9,9,0.0266885,0.0427210,-1,0,0,3.848348e-5,3.7751463301551567e-6,901120,36945920,7911
41,0.3,0,920,9,9,0.0266885,0.0427210,-1,0,0,3.8483242e-5,3.300215408411078e-6,942080,38625280,8271
41,0.3,0,960,9,9,0.0266885,0.0427210,-1,0,0,3.848367e-5,8.833250490796266e-6,983040,40304640,8631
41,0.3,0,1000,9,9,0.0266885,0.0427210,-1,0,0,3.8483555e-5,1.044987981866155e-5,1024000,41984000,8991
41,0.3,0,1040,9,9,0.0266885,0.0427210,-1,0,0,3.848315e-5,1.3439070550930188e-5,1064960,43663360,9351
41,0.3,0,1080,9,9,0.0266885,0.0427210,-1,0,0,3.848372e-5,1.499726671752577e-5,1105920,45342720,9711
41,0.3,0,1120,9,9,0.0266885,0.0427210,-1,0,0,3.84836e-5,1.4082182220240963e-5,1146880,47022080,10071
41,0.3,0,1160,9,9,0.0266885,0.0427210,-1,0,0,3.848317e-5,6.175530811193368e-6,1187840,48701440,10431
41,0.3,0,1200,9,9,0.0266885,0.0427210,-1,0,0,3.8483675e-5,6.117698512060621e-6,1228800,50380800,10791
41,0.3,1,40,9,9,0.0276047,0.0392889,-1,0,0,3.7006528e-5,3.0522824866432074e-1,40960,1679360,351
41,0.3,1,80,9,9,0.0269292,0.0405323,-1,0,0,3.4026503e-5,1.3478015549117117e-1,81920,3358720,711
41,0.3,1,120,9,9,0.0267267,0.0417495,-1,0,0,3.6915884e-5,8.690602921706159e-2,122880,5038080,1071
41,0.3,1,160,9,9,0.0266921,0.0424093,-1,0,0,3.8003727e-5,4.029517336311983e-2,163840,6717440,1431
41,0.3,1,200,9,9,0.0266887,0.0426506,-1,0,0,3.837942e-5,1.3720441135774308e-2,204800,8396800,1791
41,0.3,1,240,9,9,0.0266885,0.0427106,-1,0,0,3.846808e-5,3.3739111900104035e-3,245760,10076160,2151
41,0.3,1,280,9,9,0.0266885,0.0427203,-1,0,0,3.8482136e-5,5.465353616784796e-4,286720,11755520,2511
41,0.3,1,320,9,9,0.0266885,0.0427210,-1,0,0,3.848346e-5,4.069848334411347e-5,327680,13434880,2871
41,0.3,1,360,9,9,0.0266885,0.0427210,-1,0,0,3.848347e-5,3.943580986959239e-6,368640,15114240,3231
41,0.3,1,400,9,9,0.0266885,0.0427210,-1,0,0,3.8483533e-5,1.3074895039836588e-6,409600,16793600,3591
41,0.3,1,440,9,10,0.0266885,0.0427210,30,1,0,3.848356e-5,1.9265208943700313e-6,450560,18472960,3951
41,0.3,1,480,10,11,0.0232791,0.0510554,36,2,0,2.201675e-5,2.4193216967095432e-1,491520,20152320,4351
41,0.3,1,520,11,12,0.0205301,0.0534411,38,3,0,7.86077e-6,2.598104582122289e-1,532480,21831680,4791
41,0.3,1,560,12,13,0.0196226,0.0607419,32,4,0,8.909651e-6,1.7309469947149125e-1,573440,23511040,5271
41,0.3,1,600,13,14,0.0182311,0.0654330,31,5,0,5.164151e-6,2.1392584139562132e-1,614400,25190400,5791
41,0.3,1,640,14,15,0.0171519,0.0671636,25,6,0,6.5622153e-6,1.8562012105164172e-1,655360,26869760,6351
41,0.3,1,680,15,16,0.0157401,0.0671202,28,7,0,4.298175e-6,2.415872264971881e-1,696320,28549120,6951
41,0.3,1,720,16,17,0.0150054,0.0681626,37,8,0,4.8226125e-6,1.814305618986083e-1,737280,30228480,7591
41,0.3,1,760,17,18,0.0147545,0.0754481,27,9,0,2.3115447e-6,1.4998540657151693e-1,778240,31907840,8271
41,0.3,1,800,18,19,0.0133493,0.0774198,29,10,0,1.1377168e-6,3.4546029124635425e-1,819200,33587200,8991
41,0.3,1,840,19,20,0.0124830,0.0787302,40,11,0,5.714269e-7,3.233770981981934e-1,860160,35266560,9751
41,0.3,1,880,20,21,0.0116212,0.0821494,21,12,0,8.735093e-7,3.0093891665859474e-1,901120,36945920,10551
41,0.3,1,920,21,22,0.0107197,0.0872646,20,13,0,4.93511e-7,4.1806293248640714e-1,942080,38625280,11391
41,0.3,1,960,22,23,0.0104612,0.0878941,14,14,0,3.3144516e-7,4.2559530294433756e-1,983040,40304640,12271
41,0.3,1,1000,23,24,0.0100654,0.0881220,26,15,0,5.032859e-7,2.0035563564028502e-1,1024000,41984000,13191
41,0.3,1,1040,24,25,0.0096447,0.0880085,33,16,0,2.925461e-7,1.7367490309653988e-1,1064960,43663360,14151
41,0.3,1,1080,25,25,0.0086251,0.0834264,-1,17,1,9.856548e-8,2.5784791563023646e-1,1105920,45342720,15151
41,0.3,1,1120,25,25,0.0083376,0.0886057,-1,18,2,1.042752e-7,1.5497869241626816e-1,1146880,47022080,16151
41,0.3,1,1160,25,25,0.0082811,0.0889552,-1,19,3,4.8865866e-7,1.0452770732850425e-1,1187840,48701440,17151
41,0.3,1,1200,25,25,0.0081434,0.0890237,-1,20,4,8.634613e-8,8.542425566556844e-2,1228800,50380800,18151
