seed,rich,fresh,omega,adaptive,window,step,source_residual_sse_0,source_residual_sse_1,source_residual_sse_2,source_residual_sse_3,source_residual_sse_4,source_residual_sse_5,source_residual_sse_6,source_residual_sse_7,source_residual_sse_8,source_residual_sse_9,source_residual_sse_10,source_residual_sse_11,source_residual_sse_12,source_residual_sse_13,source_residual_sse_14,source_residual_sse_15,source_residual_sse_16,source_count_0,source_count_1,source_count_2,source_count_3,source_count_4,source_count_5,source_count_6,source_count_7,source_count_8,source_count_9,source_count_10,source_count_11,source_count_12,source_count_13,source_count_14,source_count_15,source_count_16,path_visits_0,path_visits_1,path_visits_2,path_visits_3,path_visits_4,path_visits_5,path_visits_6,path_visits_7,path_visits_8,path_visits_9,path_visits_10,path_visits_11,path_visits_12,path_visits_13,path_visits_14,path_visits_15,path_visits_16
7,0,0,0.0,0,1,1320,0e0,0e0,2.2937207688755734e-13,5.546674231027282e-13,2.114308728096148e-12,2.7355895326763857e-13,3.6415315207705135e-14,6.297184995673888e-13,3.3306690738754696e-13,0e0,0e0,0e0,0e0,1.1546319456101628e-14,4.618527782440651e-14,1.7763568394002505e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,1440,0e0,0e0,1.1122689436149358e-9,2.8448643440981414e-10,3.3541265320735647e-9,8.634639669935495e-10,3.7763392413125985e-10,3.014122285094345e-10,1.3424150679952618e-9,0e0,0e0,0e0,0e0,2.084528105683603e-10,3.824496275228739e-11,4.035172196381609e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,1560,0e0,0e0,1.0680345496894006e-13,1.3855583347321954e-13,9.78550573904613e-13,7.638334409421077e-14,3.9968028886505635e-14,4.0234482412415673e-13,8.43769498715119e-14,0e0,0e0,0e0,0e0,1.7763568394002505e-14,2.842170943040401e-14,2.0250467969162855e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,1680,0e0,0e0,3.9955772024313774e-10,9.986012017293433e-11,1.2286511807957368e-9,3.3426594825414213e-10,1.5049472779082862e-10,1.3019718636542166e-10,5.260085700342643e-10,0e0,0e0,0e0,0e0,8.466205514423564e-11,1.589128828527464e-11,2.084732386720134e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,1800,0e0,0e0,1.2212453270876722e-13,1.425526363618701e-13,1.496136547984861e-12,1.4566126083082054e-13,2.930988785010413e-14,5.835332217429823e-13,1.412203687323199e-13,0e0,0e0,0e0,0e0,1.7763568394002505e-14,2.842170943040401e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,1920,0e0,0e0,1.6354140264240868e-10,5.1069592998942426e-11,6.011062758659591e-10,1.6274093184165395e-10,6.695533016909394e-11,7.648193189879748e-11,2.50191867223748e-10,0e0,0e0,0e0,0e0,4.1446845955306344e-11,1.0317080523236655e-11,1.6772361277617165e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,2040,0e0,0e0,5.618206451174501e-7,1.531486280015315e-7,2.0324874867583276e-6,5.800842828307395e-7,2.471493445455053e-7,2.815291999525016e-7,8.908455448874975e-7,0e0,0e0,0e0,0e0,1.4961684158265598e-7,3.598397668724829e-8,6.450860468021347e-8,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,2160,0e0,0e0,1.8707257964933888e-12,5.773159728050814e-14,4.799050046244702e-12,1.1537437671904627e-12,7.469580509678053e-13,5.81756864903582e-13,2.6911806116913795e-12,0e0,0e0,0e0,0e0,6.012967901369848e-13,4.973799150320701e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,2280,0e0,0e0,3.431808837106587e-9,9.567084902073475e-10,1.4436992712418828e-8,4.3858188192302805e-9,1.8667281054263185e-9,2.684947375541924e-9,6.447572253875933e-9,0e0,0e0,0e0,0e0,1.1387450982169867e-9,3.5790392871604126e-10,6.915037431554083e-10,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,1,2400,0e0,0e0,3.7831959787126834e-12,4.25659507641285e-13,9.916956145161748e-12,3.4638958368304884e-12,2.383870878475136e-12,1.6635581800983346e-12,4.972022793481301e-12,0e0,0e0,0e0,0e0,1.06314956838105e-12,9.592326932761353e-14,1.2079226507921703e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,2520,0e0,0e0,2.8158142484357995e-11,9.689138380508666e-12,1.9052270872066401e-10,6.008527009271347e-11,2.348432559529101e-11,5.418865356432434e-11,7.87228060517009e-11,0e0,0e0,0e0,0e0,1.3526069153613207e-11,9.272582701669307e-12,1.460165321987006e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,2640,0e0,0e0,2.925688580290853e-10,8.493650227592298e-11,1.6793133550407902e-9,5.483746789991528e-10,2.2988899672782281e-10,4.524753904888712e-10,7.537153123848839e-10,0e0,0e0,0e0,0e0,1.4172840678838838e-10,6.689759857181343e-11,1.1125678156531649e-10,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,2760,0e0,0e0,5.069189512596495e-11,9.175327164712144e-12,2.740117022170807e-10,1.0162004571157013e-10,5.079048293055166e-11,1.0016076856800282e-10,1.283426698250878e-10,0e0,0e0,0e0,0e0,2.724309666746194e-11,1.1727507853720454e-11,2.0811796730413334e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,2880,0e0,0e0,7.1531314205230956e-9,1.5629357807966926e-9,6.023333587457103e-8,2.3025942041954295e-8,1.0836971320316025e-8,2.949249555683764e-8,2.698583934090948e-8,0e0,0e0,0e0,0e0,5.685215853645786e-9,4.511793605388448e-9,5.173067307850943e-9,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,3000,0e0,0e0,8.637535131583718e-14,9.348077867343818e-14,9.9298347322474e-13,5.5067062021407764e-14,3.907985046680551e-14,4.1300296516055823e-13,7.016609515630989e-14,0e0,0e0,0e0,0e0,1.7763568394002505e-14,4.973799150320701e-14,2.3447910280083306e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,3120,0e0,0e0,2.2107002894955485e-9,4.408520215548606e-10,4.3255956594379086e-9,2.228345508115126e-9,1.7505179528143344e-9,2.483877103998111e-9,2.086880002138969e-9,0e0,0e0,0e0,0e0,6.622133952305376e-10,1.4343370935421262e-10,1.1912888453480264e-9,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,3240,0e0,0e0,6.050715484207103e-13,2.5979218776228663e-14,9.519052213136092e-13,2.682298827494378e-13,4.556355293061642e-13,3.4727776210274897e-13,5.346834086594754e-13,0e0,0e0,0e0,0e0,7.549516567451064e-14,3.907985046680551e-14,3.552713678800501e-14,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,3360,0e0,0e0,9.547918011776346e-14,3.6415315207705135e-14,7.147615832536758e-13,2.824407374646398e-13,3.739231146937527e-13,8.339995360984176e-13,4.440892098500626e-13,0e0,0e0,0e0,0e0,1.0036416142611415e-13,4.973799150320701e-14,4.973799150320701e-14,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,3480,0e0,0e0,1.076462918803145e-9,1.8151014025136192e-10,3.3060558735087398e-9,1.6238619338082572e-9,1.0845804254699942e-9,1.976711239137785e-9,1.7452927991712386e-9,0e0,0e0,0e0,0e0,4.63884930468339e-10,9.301359682467591e-11,7.506955057579034e-10,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,0,2,3600,0e0,0e0,3.527600611619164e-8,4.490423144432043e-9,1.4337810316789046e-7,6.643654870686078e-8,4.359355987304525e-8,9.071406914529234e-8,7.215960184936421e-8,0e0,0e0,0e0,0e0,1.686973138959047e-8,5.800991687010537e-9,2.636959806068262e-8,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,120,0e0,0e0,5.126843362290856e-6,1.4653207017545355e-5,9.454338652403749e-6,1.030999868589788e-6,4.0307040904963287e-7,1.1624788669450936e-5,4.4959397200727835e-6,0e0,0e0,0e0,0e0,6.419874921448354e-6,6.502114842987794e-6,7.4120133035648905e-6,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,240,0e0,0e0,2.4269647624919344e-8,7.14376433563757e-8,4.578874013283496e-8,5.475291331435983e-9,1.6342456277129713e-9,5.4529072812670165e-8,2.1351557855098235e-8,0e0,0e0,0e0,0e0,2.9563096859419602e-8,3.3331037485595516e-8,3.693480365996038e-8,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,360,0e0,0e0,6.898703830415798e-12,1.54145585185006e-11,1.0340839295963633e-11,2.0392576516314875e-12,1.8207657603852567e-13,1.7826629061801214e-11,5.860201213181426e-12,0e0,0e0,0e0,0e0,7.323031070427533e-12,1.0263789818054647e-11,9.443112958251731e-12,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,480,0e0,0e0,3.5083047578154947e-14,1.0036416142611415e-13,6.106226635438361e-13,1.865174681370263e-14,5.773159728050814e-14,3.2862601528904634e-13,1.1901590823981678e-13,0e0,0e0,0e0,0e0,2.930988785010413e-14,2.1316282072803006e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,600,0e0,0e0,1.0436096431476471e-13,1.0347278589506459e-13,6.588063428125679e-13,1.5987211554602254e-14,8.260059303211165e-14,3.241851231905457e-13,1.412203687323199e-13,0e0,0e0,0e0,0e0,7.105427357601002e-15,2.842170943040401e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,720,0e0,0e0,6.17284001691587e-14,1.0347278589506459e-13,6.348255254806645e-13,1.5987211554602254e-14,8.260059303211165e-14,2.566835632933362e-13,1.1901590823981678e-13,0e0,0e0,0e0,0e0,2.842170943040401e-14,2.842170943040401e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,840,0e0,0e0,3.3306690738754696e-14,1.0347278589506459e-13,6.727951529228449e-13,1.1546319456101628e-14,5.773159728050814e-14,2.566835632933362e-13,1.2967404927621828e-13,0e0,0e0,0e0,0e0,3.197442310920451e-14,2.842170943040401e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,960,0e0,0e0,5.3734794391857577e-14,1.425526363618701e-13,9.907630271754897e-13,5.861977570020827e-14,5.773159728050814e-14,3.9523939676655573e-13,1.305622276959184e-13,0e0,0e0,0e0,0e0,1.1546319456101628e-14,2.842170943040401e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,1080,0e0,0e0,1.1124434706744069e-13,1.3433698597964394e-13,1.2305712004945235e-12,8.704148513061227e-14,3.907985046680551e-14,3.241851231905457e-13,9.681144774731365e-14,0e0,0e0,0e0,0e0,1.509903313490213e-14,4.263256414560601e-14,2.0250467969162855e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,0,1200,0e0,0e0,5.927369173264196e-7,1.411239995974256e-7,2.010692156773075e-6,8.443449104333922e-7,2.922729436249938e-7,4.6716984059003153e-7,1.05301471720054e-6,0e0,0e0,0e0,0e0,3.9836913856561296e-7,1.279251833352646e-7,2.449057667774923e-7,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,1320,0e0,0e0,1.2575940289138998e-11,3.0774716108794564e-11,6.68352040378295e-11,2.7258195700596843e-12,1.3592682535090717e-11,4.573141865193975e-11,2.0091484032036533e-11,0e0,0e0,0e0,0e0,1.1579182057630533e-11,3.021582983819826e-11,3.3359981443936704e-12,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,1440,0e0,0e0,1.6009416015094757e-13,1.1057821325266559e-13,3.4794389591752406e-13,1.2256862191861728e-13,8.260059303211165e-14,1.971756091734278e-13,1.6964207816272392e-13,0e0,0e0,0e0,0e0,5.329070518200751e-15,2.842170943040401e-14,4.973799150320701e-14,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,1560,0e0,0e0,5.084821452783217e-14,9.525713551283843e-14,3.9013237085328e-13,9.325873406851315e-14,9.681144774731365e-14,2.1049828546892968e-13,9.50350909079134e-14,0e0,0e0,0e0,0e0,4.440892098500626e-15,2.842170943040401e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,1680,0e0,0e0,2.1782575743145571e-13,1.4654943925052066e-14,3.12194714524594e-13,1.3322676295501878e-13,1.6431300764452317e-13,1.9984014443252818e-13,1.6964207816272392e-13,0e0,0e0,0e0,0e0,1.865174681370263e-14,3.907985046680551e-14,4.973799150320701e-14,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,1800,0e0,0e0,7.216449660063518e-14,1.0036416142611415e-13,4.263256414560601e-13,7.549516567451064e-14,8.260059303211165e-14,2.078337502098293e-13,1.2256862191861728e-13,0e0,0e0,0e0,0e0,5.329070518200751e-15,2.1316282072803006e-14,1.3500311979441904e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,1920,0e0,0e0,1.4880763288260823e-11,4.406253140132321e-12,7.701883575350621e-11,6.2732041783419845e-12,2.2994939286036242e-12,2.4211743721025414e-12,7.542411140093463e-12,0e0,0e0,0e0,0e0,5.657696533489798e-13,2.6645352591003757e-13,1.616484723854228e-12,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,2040,0e0,0e0,1.2285594763739027e-10,2.2752688622063033e-11,5.017610771318459e-10,6.535838537047312e-11,3.420019822897302e-11,2.1804780203638074e-11,6.466471802468732e-11,0e0,0e0,0e0,0e0,6.449063505442609e-12,1.2576606422953773e-12,6.174616373755271e-12,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,2160,0e0,0e0,2.8627500370248526e-10,7.984746197564618e-11,8.7919005409276e-10,1.2218936973340533e-10,7.824585424032193e-11,5.700595551161314e-11,1.4620304966683761e-10,0e0,0e0,0e0,0e0,2.9527491562930663e-11,7.826628234397504e-12,1.518429826319334e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,2280,0e0,0e0,5.1322772698370045e-9,1.1823371171004737e-9,1.8349809893791758e-8,2.7181412676213768e-9,1.3855423475206408e-9,1.0911511694189358e-9,2.6037474398776794e-9,0e0,0e0,0e0,0e0,3.4502267709513035e-10,8.322587063958053e-11,3.7627856386279745e-10,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,1,2400,0e0,0e0,6.496700066804806e-9,6.810372710219781e-9,2.1852170739578014e-8,4.6706727374612456e-9,1.1877586025832443e-8,6.07753003478706e-8,4.284138377386171e-9,0e0,0e0,0e0,0e0,2.095759299436395e-8,3.6633700517541e-8,2.566565626693773e-9,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,2520,0e0,0e0,5.118128143521972e-13,2.3381296898605797e-13,1.2785328351583303e-12,1.7701395904623496e-12,1.7408297026122455e-13,2.1227464230832993e-13,1.3500311979441904e-13,0e0,0e0,0e0,0e0,1.0063061495202419e-12,2.8066438062523957e-13,1.6342482922482304e-13,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,2640,0e0,0e0,4.4853010194856324e-14,1.4654943925052066e-14,1.163513729807164e-13,7.37188088351104e-14,1.1812772982011666e-13,1.6786572132332367e-13,1.474376176702208e-13,0e0,0e0,0e0,0e0,7.815970093361102e-14,2.842170943040401e-14,9.237055564881302e-14,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,2760,0e0,0e0,5.141816643572383e-6,1.0206866249973245e-6,1.319418258560745e-5,2.2307120843834127e-6,1.3684566795291175e-6,1.04391462230069e-6,1.9588377710988425e-6,0e0,0e0,0e0,0e0,2.9471509677136964e-7,3.780623458737864e-8,5.075245503860515e-7,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,2880,0e0,0e0,9.689969271420296e-8,1.1919325304532435e-8,7.80875097916578e-8,4.3652043757447245e-8,8.137244833505974e-8,1.338767434688748e-7,3.845425666781921e-8,0e0,0e0,0e0,0e0,5.98202127832792e-8,7.56512612554161e-8,4.440916967496378e-9,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,3000,0e0,0e0,1.5338974534984118e-10,2.7139179792357027e-11,9.886069740616676e-11,1.34745548052706e-11,1.1035172775564206e-10,9.402878475839316e-11,5.503153488461976e-12,0e0,0e0,0e0,0e0,2.298961021551804e-11,1.6817836012705811e-10,5.5997873005253496e-11,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,3120,0e0,0e0,7.106537580625627e-12,2.333466753157154e-12,6.757705506288403e-12,2.9611868512802175e-12,5.764277943853813e-12,7.498002219108457e-12,1.439737218333903e-12,0e0,0e0,0e0,0e0,2.9389823907877144e-12,8.345324431502377e-12,1.964650664376677e-12,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
7,0,0,0.0,1,2,3240,0e0,0e0,3.1259439481345908e-12,5.322409180053e-13,4.923617069607644e-12,2.0516921495072893e-12,5.329070518200751e-13,2.0410340084708878e-12,8.411049634560186e-13,0e0,0e0,0e0,0e0,1.27631238910908e-12,5.577760475716786e-13,1.2292389328649733e-12,0e0,0,0,4,2,8,2,2,4,4,0,0,0,0,2,2,2,0,0,0,68,0,68,102,136,0,14,88,34,0,0,0,0,34,0
