seed,rich,fresh,omega,window,step,candidate,accepted,prior_candidate_requests,prior_site_requests,repeated_earlier_window,k_before,x,y,sigma,coverage,local_residual_mse,g,h,score
7,0,1,0.3,2,2720,13,0,5,5,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.771152486532847e-4,5.333305e-4,1.7735991e-1,8.0187624e-7
7,0,1,0.3,2,2760,13,0,6,6,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.801502551325832e-4,4.887904e-4,1.7899078e-1,6.673976e-7
7,0,1,0.3,2,2800,13,0,7,7,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.796301671349618e-4,4.4262226e-4,1.8356207e-1,5.3364636e-7
7,0,1,0.3,2,2840,13,0,8,8,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.741922917006605e-4,4.0762383e-4,1.9133022e-1,4.342157e-7
7,0,1,0.3,2,2880,13,0,9,9,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.660713635453223e-4,3.8456297e-4,2.0121247e-1,3.674938e-7
7,0,1,0.3,2,2920,13,0,10,10,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.575588892723014e-4,3.694544e-4,2.1183635e-1,3.2217457e-7
7,0,1,0.3,2,2960,13,0,11,11,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.495311853224553e-4,3.5896848e-4,2.223348e-1,2.8978454e-7
7,0,1,0.3,2,3000,13,0,12,12,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.422023678976141e-4,3.5127485e-4,2.3229264e-1,2.6560036e-7
7,0,1,0.3,2,3040,13,0,13,13,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.355777889394443e-4,3.4526543e-4,2.4151978e-1,2.467877e-7
7,0,1,0.3,2,3080,13,0,14,14,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.295911924478362e-4,3.4030463e-4,2.4993286e-1,2.3167671e-7
7,0,1,0.3,2,3120,13,0,15,15,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.241591005435912e-4,3.3600695e-4,2.5750157e-1,2.1922327e-7
7,0,1,0.3,2,3160,13,0,16,16,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.191990818208683e-4,3.3217605e-4,2.6422352e-1,2.0880225e-7
7,0,1,0.3,2,3200,13,0,17,17,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.146378026638439e-4,3.285883e-4,2.7011582e-1,1.9985922e-7
7,0,1,0.3,2,3240,13,0,18,18,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.10413871009196e-4,3.2521173e-4,2.752017e-1,1.9215483e-7
7,0,1,0.3,2,3280,13,0,19,19,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.064740928874882e-4,3.218968e-4,2.795172e-1,1.8535094e-7
7,0,1,0.3,2,3320,13,0,20,20,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,7.027753064786169e-4,3.186232e-4,2.831008e-1,1.7930141e-7
7,0,1,0.3,2,3360,13,0,21,21,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.992794162187739e-4,3.154373e-4,2.859935e-1,1.7395621e-7
7,0,1,0.3,2,3400,13,0,22,22,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.959565908757849e-4,3.121213e-4,2.8823996e-1,1.6899062e-7
7,0,1,0.3,2,3440,13,0,23,23,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.927795139895609e-4,3.088252e-4,2.898823e-1,1.6450298e-7
7,0,1,0.3,2,3480,13,0,24,24,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.89724299125354e-4,3.055497e-4,2.9096428e-1,1.6043315e-7
7,0,1,0.3,2,3520,13,0,25,25,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.867714911105954e-4,3.0224991e-4,2.9152587e-1,1.5668422e-7
7,0,1,0.3,2,3560,13,0,26,26,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.839014610936129e-4,2.9888382e-4,2.916082e-1,1.5317049e-7
7,0,1,0.3,2,3600,13,0,27,27,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,6.810987565383337e-4,2.9550347e-4,2.9124245e-1,1.4991342e-7
7,1,0,0.0,0,440,30,1,0,0,0,9,4e-1,4e-1,9e-2,8.1333554e-1,1.9065415200819253e-3,-1.8076159e-2,9.77867e-1,1.6707156e-4
7,1,0,0.0,0,480,35,1,0,0,0,10,6e-1,6e-1,9e-2,8.133354e-1,6.517788206895222e-4,7.535179e-3,6.346703e-1,4.4731038e-5
7,1,0,0.0,0,520,33,1,0,0,0,11,2e-1,6e-1,9e-2,8.7885773e-1,2.712534973994072e-6,-4.897208e-4,8.5001624e-1,1.4107168e-7
7,1,0,0.0,0,560,17,1,0,1,0,12,2e-1,6e-1,1.4e-1,1e0,9.145854310106734e-8,1.6721374e-4,5.517961e-1,2.5335842e-8
7,1,0,0.0,0,600,21,1,0,0,0,13,2e-1,8e-1,1.4e-1,9.4965845e-1,7.117175394912656e-8,-5.4946202e-5,1.8747866e-1,8.05181e-9
7,1,0,0.0,1,1240,9,1,0,0,0,14,2e-1,2e-1,1.4e-1,9.4965845e-1,1.2565370807336491e-6,2.526032e-4,2.492074e-1,1.2802263e-7
7,1,0,0.0,1,1280,25,1,0,1,0,15,2e-1,2e-1,9e-2,1e0,1.7011239433280142e-7,-3.7616526e-5,6.4911485e-2,1.0899481e-8
7,1,0,0.0,1,2080,10,1,0,0,0,16,4e-1,2e-1,1.4e-1,8.788578e-1,5.631100710571825e-7,-1.8996795e-4,3.2010674e-1,5.636842e-8
7,1,0,0.0,1,2120,14,1,0,1,0,17,4e-1,4e-1,1.4e-1,1e0,7.876916899417644e-8,9.763325e-5,6.2631476e-1,7.609794e-9
7,1,0,0.0,2,2640,26,1,0,1,0,18,4e-1,2e-1,9e-2,1e0,2.8410679540895485e-7,-4.8579925e-5,6.0941696e-2,1.9362844e-8
7,1,0,0.0,2,2680,37,1,0,1,0,19,2e-1,8e-1,9e-2,1e0,1.311280087140643e-7,-2.0462476e-5,3.5157155e-2,5.954875e-9
7,1,0,0.0,2,3080,22,1,0,0,0,20,4e-1,8e-1,1.4e-1,8.7885773e-1,3.0855699923589404e-7,-8.763182e-5,2.9978698e-1,1.28079884e-8
7,1,0,0.0,2,3360,38,1,0,1,0,21,4e-1,8e-1,9e-2,1e0,8.829360950129238e-6,3.6913133e-4,2.3757432e-1,2.8676908e-7
7,1,0,0.0,2,3400,19,1,0,1,0,22,6e-1,6e-1,1.4e-1,1e0,1.7412254880851103e-7,2.0223869e-4,7.7144325e-1,2.6509072e-8
7,1,0,0.0,2,3440,23,1,0,0,0,23,6e-1,8e-1,1.4e-1,8.788577e-1,4.114039408438781e-8,6.3193766e-5,3.178727e-1,6.281527e-9
7,1,0,0.3,0,440,30,1,0,0,0,9,4e-1,4e-1,9e-2,8.1333554e-1,3.037214042746994e-3,-2.4864523e-2,1.1117694e0,2.7804528e-4
7,1,0,0.3,0,480,40,1,0,0,0,10,8e-1,8e-1,9e-2,9.496584e-1,2.0118131343780064e-3,5.1095923e-3,3.3296847e-1,3.9204813e-5
7,1,0,0.3,0,520,35,1,0,0,0,11,6e-1,6e-1,9e-2,8.133354e-1,9.558743408298017e-4,8.049958e-3,7.7952677e-1,4.1564854e-5
7,1,0,0.3,0,560,32,1,0,0,0,12,8e-1,4e-1,9e-2,8.7885773e-1,1.561111608773791e-4,2.826858e-3,6.304917e-1,6.3372186e-6
7,1,0,0.3,0,600,39,1,0,0,0,13,6e-1,8e-1,9e-2,8.788577e-1,2.2302856160038746e-4,-7.0515624e-4,1.2975255e-1,1.9161293e-6
7,1,0,0.3,0,640,37,1,0,0,0,14,2e-1,8e-1,9e-2,9.4965845e-1,1.0842202414899866e-4,3.5253924e-4,2.1585114e-2,2.8789266e-6
7,1,0,0.3,0,680,25,1,0,0,0,15,2e-1,2e-1,9e-2,9.4965845e-1,8.245471755251345e-5,-3.9122667e-4,8.303249e-2,9.216772e-7
7,1,0,0.3,0,720,27,1,0,0,0,16,6e-1,2e-1,9e-2,8.7885773e-1,6.497554616752163e-5,-1.0426244e-3,7.5601757e-1,7.1894203e-7
7,1,0,0.3,0,760,38,1,0,0,0,17,4e-1,8e-1,9e-2,8.7885773e-1,1.613497124915631e-4,-4.4041657e-4,2.2535e-1,4.3036775e-7
7,1,0,0.3,0,800,26,1,0,0,0,18,4e-1,2e-1,9e-2,8.788578e-1,3.5805907991324943e-5,1.0380216e-4,4.8827298e-2,1.1033672e-7
7,1,0,0.3,0,840,28,1,0,0,0,19,8e-1,2e-1,9e-2,9.4965845e-1,1.7178768585261946e-5,-2.770496e-4,2.546327e-1,1.5072e-7
7,1,0,0.3,0,880,34,1,0,0,0,20,4e-1,6e-1,9e-2,8.133355e-1,1.3523757576857766e-4,-4.0580312e-4,9.052244e-1,9.095876e-8
7,1,0,0.3,0,920,11,1,0,1,0,21,6e-1,2e-1,1.4e-1,1e0,2.385097295306551e-5,2.610169e-4,3.7126637e-1,9.175328e-8
7,1,0,0.3,0,960,10,1,0,1,0,22,4e-1,2e-1,1.4e-1,1e0,3.3785613829177275e-5,-1.4851124e-4,3.3607918e-1,3.2813084e-8
7,1,0,0.3,0,1000,15,1,0,0,0,23,6e-1,4e-1,1.4e-1,8.133355e-1,3.227725589297348e-5,1.5126268e-4,7.31026e-1,1.564951e-8
7,1,0,0.3,0,1040,31,1,0,1,0,24,6e-1,4e-1,9e-2,1e0,2.2557726668910047e-5,-3.033437e-4,1.0229689e0,4.4975657e-8
7,1,0,0.3,0,1080,9,0,0,1,0,25,2e-1,2e-1,1.4e-1,1e0,2.4698890509189554e-5,5.6747907e-5,2.3685357e-1,6.7981345e-9
7,1,0,0.3,0,1120,22,0,0,1,0,25,4e-1,8e-1,1.4e-1,1e0,6.005695387532119e-5,5.4483146e-5,2.4450925e-1,6.070145e-9
7,1,0,0.3,1,1680,33,0,0,0,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.7643952227440348e-5,-9.7176366e-5,7.5633174e-1,6.242794e-9
7,1,0,0.3,1,1720,33,0,1,1,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.7563799326218453e-5,-8.9258254e-5,7.569067e-1,5.262892e-9
7,1,0,0.3,1,1880,14,0,0,1,0,25,4e-1,4e-1,1.4e-1,1e0,3.844608004564719e-5,1.3757152e-4,5.777503e-1,1.6378982e-8
7,1,0,0.3,1,2080,20,0,0,0,0,25,8e-1,6e-1,1.4e-1,8.788577e-1,4.475415427765487e-5,6.161096e-5,3.536139e-1,5.3673097e-9
7,1,0,0.3,1,2240,16,0,0,1,0,25,8e-1,4e-1,1.4e-1,1e0,1.0304441319775852e-5,-1.1453318e-4,6.2097883e-1,1.05622355e-8
7,1,0,0.3,2,2440,14,0,1,2,1,25,4e-1,4e-1,1.4e-1,1e0,3.973711182689806e-5,-5.37173e-4,5.788987e-1,2.4922738e-7
7,1,0,0.3,2,2480,16,0,1,2,1,25,8e-1,4e-1,1.4e-1,1e0,9.860097772637599e-6,-1.16119525e-4,6.204766e-1,1.0865635e-8
7,1,0,0.3,2,2680,16,0,2,3,1,25,8e-1,4e-1,1.4e-1,1e0,1.0110549001634345e-5,1.9087754e-4,6.1806524e-1,2.9474426e-8
7,1,0,0.3,2,2840,16,0,3,4,1,25,8e-1,4e-1,1.4e-1,1e0,9.850658385322496e-6,-2.1943226e-4,6.218932e-1,3.8712848e-8
7,1,0,0.3,2,2960,19,0,0,1,0,25,6e-1,6e-1,1.4e-1,1e0,6.913557613117267e-5,-1.0343205e-4,5.943527e-1,8.999866e-9
7,1,0,0.3,2,3000,16,0,4,5,1,25,8e-1,4e-1,1.4e-1,1e0,9.613997147309062e-6,-1.6092352e-4,6.2144715e-1,2.0835543e-8
7,1,0,0.3,2,3040,14,0,2,3,1,25,4e-1,4e-1,1.4e-1,1e0,3.730734733290696e-5,2.285511e-4,5.757414e-1,4.5363773e-8
7,1,0,0.3,2,3080,33,0,2,2,1,25,2e-1,6e-1,9e-2,8.7885773e-1,1.6272760536480828e-5,-9.5130614e-5,7.6344484e-1,5.9269727e-9
7,1,0,0.3,2,3120,18,0,0,1,0,25,4e-1,6e-1,1.4e-1,1e0,5.4276941678946944e-5,2.833708e-4,8.216705e-1,4.8863274e-8
7,1,0,0.3,2,3200,13,0,0,0,0,25,2e-1,4e-1,1.4e-1,8.788578e-1,1.9491194724912935e-5,-9.852373e-5,4.7656474e-1,1.0184267e-8
7,1,0,0.3,2,3240,18,0,1,2,0,25,4e-1,6e-1,1.4e-1,1e0,5.4149766992141734e-5,1.4595146e-4,8.230768e-1,1.2940366e-8
7,1,0,0.3,2,3320,19,0,1,2,0,25,6e-1,6e-1,1.4e-1,1e0,6.891962061078993e-5,2.0904942e-4,5.96378e-1,3.663923e-8
7,1,0,0.3,2,3360,22,0,1,2,1,25,4e-1,8e-1,1.4e-1,1e0,6.697726735412874e-5,6.683782e-5,2.1413963e-1,1.0430798e-8
7,1,0,0.3,2,3440,19,0,2,3,0,25,6e-1,6e-1,1.4e-1,1e0,6.927997078044399e-5,-1.0902313e-4,5.946813e-1,9.993625e-9
7,1,0,0.3,2,3480,16,0,5,6,1,25,8e-1,4e-1,1.4e-1,1e0,9.92709181550018e-6,1.5528372e-4,6.219409e-1,1.938531e-8
7,1,0,0.3,2,3560,14,0,3,4,1,25,4e-1,4e-1,1.4e-1,1e0,3.717956966414366e-5,2.179307e-4,5.762003e-1,4.1212918e-8
7,1,0,0.3,2,3600,18,0,2,3,0,25,4e-1,6e-1,1.4e-1,1e0,5.408538452024618e-5,2.1876498e-4,8.227998e-1,2.9082479e-8
7,1,1,0.0,0,440,30,1,0,0,0,9,4e-1,4e-1,9e-2,8.1333554e-1,1.9065415200819253e-3,-1.8076159e-2,9.77867e-1,1.6707156e-4
7,1,1,0.0,0,480,35,1,0,0,0,10,6e-1,6e-1,9e-2,8.133354e-1,6.517788206895222e-4,7.535179e-3,6.346703e-1,4.4731038e-5
7,1,1,0.0,0,520,33,1,0,0,0,11,2e-1,6e-1,9e-2,8.7885773e-1,2.712534973994072e-6,-4.897208e-4,8.5001624e-1,1.4107168e-7
7,1,1,0.0,0,560,17,1,0,1,0,12,2e-1,6e-1,1.4e-1,1e0,9.145854310106734e-8,1.6721374e-4,5.517961e-1,2.5335842e-8
7,1,1,0.0,0,600,21,1,0,0,0,13,2e-1,8e-1,1.4e-1,9.4965845e-1,7.117175394912656e-8,-5.4946202e-5,1.8747866e-1,8.05181e-9
7,1,1,0.0,1,2000,19,1,0,1,0,14,6e-1,6e-1,1.4e-1,1e0,1.0102476058379477e-7,2.0945558e-4,1.1018615e0,1.9907965e-8
7,1,1,0.0,1,2040,18,1,0,0,0,15,4e-1,6e-1,1.4e-1,8.133355e-1,5.567407782369137e-7,-2.654871e-4,8.155839e-1,4.3210388e-8
7,1,1,0.0,1,2080,16,1,0,0,0,16,8e-1,4e-1,1.4e-1,8.7885773e-1,8.882769939971184e-8,-8.548269e-5,5.1489913e-1,7.095846e-9
7,1,1,0.0,1,2120,32,1,0,1,0,17,8e-1,4e-1,9e-2,1e0,1.6551641785558995e-7,-1.577022e-4,6.713352e-1,1.8522776e-8
7,1,1,0.0,2,2560,34,1,0,1,0,18,4e-1,6e-1,9e-2,1e0,1.3685539973443875e-6,4.795597e-4,1.2126307e0,9.4825864e-8
7,1,1,0.0,2,2600,14,1,0,1,0,19,4e-1,4e-1,1.4e-1,1e0,4.1872951581611305e-7,-2.7035736e-4,4.1661695e-1,8.7722185e-8
7,1,1,0.0,2,3120,20,1,0,0,0,20,8e-1,6e-1,1.4e-1,8.788577e-1,8.465580100146206e-7,2.9020762e-4,2.222262e-1,1.8949265e-7
7,1,1,0.0,2,3160,15,1,0,0,0,21,6e-1,4e-1,1.4e-1,8.133355e-1,4.4035314274312054e-8,-8.785877e-5,6.6020536e-1,5.8460317e-9
7,1,1,0.0,2,3200,22,1,0,0,0,22,4e-1,8e-1,1.4e-1,8.7885773e-1,3.772684931936731e-8,-9.589512e-5,4.7727844e-1,9.633657e-9
7,1,1,0.0,2,3240,37,1,0,1,0,23,2e-1,8e-1,9e-2,1e0,1.878223110914507e-7,1.1873991e-4,3.5042018e-1,2.0117515e-8
7,1,1,0.0,2,3280,38,1,0,1,0,24,4e-1,8e-1,9e-2,1e0,7.352738973821324e-8,1.4577043e-4,1.0814221e0,9.824573e-9
7,1,1,0.0,2,3320,10,0,0,0,0,25,4e-1,2e-1,1.4e-1,8.788578e-1,1.1707692466211738e-7,8.8115776e-5,3.8443872e-1,1.0098345e-8
7,1,1,0.3,0,440,30,1,0,0,0,9,4e-1,4e-1,9e-2,8.1333554e-1,3.037214042746994e-3,-2.4864523e-2,1.1117694e0,2.7804528e-4
7,1,1,0.3,0,480,40,1,0,0,0,10,8e-1,8e-1,9e-2,9.496584e-1,2.0118131343780064e-3,5.1095923e-3,3.3296847e-1,3.9204813e-5
7,1,1,0.3,0,520,35,1,0,0,0,11,6e-1,6e-1,9e-2,8.133354e-1,9.558743408298017e-4,8.049958e-3,7.7952677e-1,4.1564854e-5
7,1,1,0.3,0,560,32,1,0,0,0,12,8e-1,4e-1,9e-2,8.7885773e-1,1.561111608773791e-4,2.826858e-3,6.304917e-1,6.3372186e-6
7,1,1,0.3,0,600,39,1,0,0,0,13,6e-1,8e-1,9e-2,8.788577e-1,2.2302856160038746e-4,-7.0515624e-4,1.2975255e-1,1.9161293e-6
7,1,1,0.3,0,640,37,1,0,0,0,14,2e-1,8e-1,9e-2,9.4965845e-1,1.0842202414899866e-4,3.5253924e-4,2.1585114e-2,2.8789266e-6
7,1,1,0.3,0,680,25,1,0,0,0,15,2e-1,2e-1,9e-2,9.4965845e-1,8.245471755251345e-5,-3.9122667e-4,8.303249e-2,9.216772e-7
7,1,1,0.3,0,720,27,1,0,0,0,16,6e-1,2e-1,9e-2,8.7885773e-1,6.497554616752163e-5,-1.0426244e-3,7.5601757e-1,7.1894203e-7
7,1,1,0.3,0,760,38,1,0,0,0,17,4e-1,8e-1,9e-2,8.7885773e-1,1.613497124915631e-4,-4.4041657e-4,2.2535e-1,4.3036775e-7
7,1,1,0.3,0,800,26,1,0,0,0,18,4e-1,2e-1,9e-2,8.788578e-1,3.5805907991324943e-5,1.0380216e-4,4.8827298e-2,1.1033672e-7
7,1,1,0.3,0,840,28,1,0,0,0,19,8e-1,2e-1,9e-2,9.4965845e-1,1.7178768585261946e-5,-2.770496e-4,2.546327e-1,1.5072e-7
7,1,1,0.3,0,880,34,1,0,0,0,20,4e-1,6e-1,9e-2,8.133355e-1,1.3523757576857766e-4,-4.0580312e-4,9.052244e-1,9.095876e-8
7,1,1,0.3,0,920,11,1,0,1,0,21,6e-1,2e-1,1.4e-1,1e0,2.385097295306551e-5,2.610169e-4,3.7126637e-1,9.175328e-8
7,1,1,0.3,0,960,10,1,0,1,0,22,4e-1,2e-1,1.4e-1,1e0,3.3785613829177275e-5,-1.4851124e-4,3.3607918e-1,3.2813084e-8
7,1,1,0.3,0,1000,15,1,0,0,0,23,6e-1,4e-1,1.4e-1,8.133355e-1,3.227725589297348e-5,1.5126268e-4,7.31026e-1,1.564951e-8
7,1,1,0.3,0,1040,31,1,0,1,0,24,6e-1,4e-1,9e-2,1e0,2.2557726668910047e-5,-3.033437e-4,1.0229689e0,4.4975657e-8
7,1,1,0.3,0,1080,9,0,0,1,0,25,2e-1,2e-1,1.4e-1,1e0,2.4698890509189554e-5,5.6747907e-5,2.3685357e-1,6.7981345e-9
7,1,1,0.3,0,1120,22,0,0,1,0,25,4e-1,8e-1,1.4e-1,1e0,6.005695387532119e-5,5.4483146e-5,2.4450925e-1,6.070145e-9
7,1,1,0.3,1,1240,36,0,0,0,0,25,8e-1,6e-1,9e-2,8.788577e-1,4.0978371723286256e-4,1.7435106e-3,5.5192137e-1,2.7538608e-6
7,1,1,0.3,1,1280,36,0,1,1,0,25,8e-1,6e-1,9e-2,8.788577e-1,2.8178161594660957e-4,8.076938e-4,6.1296624e-1,5.321413e-7
7,1,1,0.3,1,1320,22,0,1,2,1,25,4e-1,8e-1,1.4e-1,1e0,7.643730704295328e-5,6.4937014e-4,4.2954582e-1,4.908458e-7
7,1,1,0.3,1,1360,22,0,2,3,1,25,4e-1,8e-1,1.4e-1,1e0,7.552915172471859e-5,6.495373e-4,4.2660096e-1,4.944887e-7
7,1,1,0.3,1,1400,22,0,3,4,1,25,4e-1,8e-1,1.4e-1,1e0,7.558513260864217e-5,6.5137114e-4,4.241409e-1,5.001691e-7
7,1,1,0.3,1,1440,22,0,4,5,1,25,4e-1,8e-1,1.4e-1,1e0,7.575996800794696e-5,6.4806774e-4,4.221015e-1,4.97501e-7
7,1,1,0.3,1,1480,22,0,5,6,1,25,4e-1,8e-1,1.4e-1,1e0,7.583412554632848e-5,6.423665e-4,4.2041832e-1,4.90743e-7
7,1,1,0.3,1,1520,22,0,6,7,1,25,4e-1,8e-1,1.4e-1,1e0,7.577582761528835e-5,6.358435e-4,4.1901278e-1,4.824399e-7
7,1,1,0.3,1,1560,22,0,7,8,1,25,4e-1,8e-1,1.4e-1,1e0,7.560880637102434e-5,6.294132e-4,4.1782317e-1,4.740773e-7
7,1,1,0.3,1,1600,22,0,8,9,1,25,4e-1,8e-1,1.4e-1,1e0,7.535953306931957e-5,6.235981e-4,4.1679972e-1,4.6650055e-7
7,1,1,0.3,1,1640,22,0,9,10,1,25,4e-1,8e-1,1.4e-1,1e0,7.505746851260405e-5,6.1854476e-4,4.1590294e-1,4.5996023e-7
7,1,1,0.3,1,1680,22,0,10,11,1,25,4e-1,8e-1,1.4e-1,1e0,7.471930866732105e-5,6.142539e-4,4.1510147e-1,4.544767e-7
7,1,1,0.3,1,1720,22,0,11,12,1,25,4e-1,8e-1,1.4e-1,1e0,7.436227549768705e-5,6.1046873e-4,4.1436705e-1,4.4968837e-7
7,1,1,0.3,1,1760,22,0,12,13,1,25,4e-1,8e-1,1.4e-1,1e0,7.39944957016372e-5,6.0712127e-4,4.1367915e-1,4.455098e-7
7,1,1,0.3,1,1800,22,0,13,14,1,25,4e-1,8e-1,1.4e-1,1e0,7.362455335040688e-5,6.041325e-4,4.1302058e-1,4.418376e-7
7,1,1,0.3,1,1840,22,0,14,15,1,25,4e-1,8e-1,1.4e-1,1e0,7.325491750725482e-5,6.0125627e-4,4.123791e-1,4.3832134e-7
7,1,1,0.3,1,1880,22,0,15,16,1,25,4e-1,8e-1,1.4e-1,1e0,7.288685331426835e-5,5.9858535e-4,4.117462e-1,4.351035e-7
7,1,1,0.3,1,1920,22,0,16,17,1,25,4e-1,8e-1,1.4e-1,1e0,7.252272279973587e-5,5.959386e-4,4.1111648e-1,4.3192478e-7
7,1,1,0.3,1,1960,22,0,17,18,1,25,4e-1,8e-1,1.4e-1,1e0,7.216138123023414e-5,5.933312e-4,4.1048518e-1,4.2881194e-7
7,1,1,0.3,1,2000,22,0,18,19,1,25,4e-1,8e-1,1.4e-1,1e0,7.180473738608593e-5,5.9070287e-4,4.0985084e-1,4.2567913e-7
7,1,1,0.3,1,2040,22,0,19,20,1,25,4e-1,8e-1,1.4e-1,1e0,7.145132794989125e-5,5.8809854e-4,4.0921327e-1,4.2259123e-7
7,1,1,0.3,1,2080,22,0,20,21,1,25,4e-1,8e-1,1.4e-1,1e0,7.110072097338963e-5,5.8540417e-4,4.0857068e-1,4.1938648e-7
7,1,1,0.3,1,2120,22,0,21,22,1,25,4e-1,8e-1,1.4e-1,1e0,7.075040972908197e-5,5.8273715e-4,4.079245e-1,4.1623215e-7
7,1,1,0.3,1,2160,22,0,22,23,1,25,4e-1,8e-1,1.4e-1,1e0,7.040374747295538e-5,5.800407e-4,4.0727434e-1,4.1304736e-7
7,1,1,0.3,1,2200,22,0,23,24,1,25,4e-1,8e-1,1.4e-1,1e0,7.005620143588839e-5,5.7739334e-4,4.066224e-1,4.0994183e-7
7,1,1,0.3,1,2240,22,0,24,25,1,25,4e-1,8e-1,1.4e-1,1e0,6.970984142302863e-5,5.74652e-4,4.059681e-1,4.0671287e-7
7,1,1,0.3,1,2280,22,0,25,26,1,25,4e-1,8e-1,1.4e-1,1e0,6.936475981951431e-5,5.719091e-4,4.053113e-1,4.034924e-7
7,1,1,0.3,1,2320,22,0,26,27,1,25,4e-1,8e-1,1.4e-1,1e0,6.90188470996152e-5,5.6903146e-4,4.0465388e-1,4.0009107e-7
7,1,1,0.3,1,2360,22,0,27,28,1,25,4e-1,8e-1,1.4e-1,1e0,6.867192208246547e-5,5.663249e-4,4.0399763e-1,3.9693785e-7
7,1,1,0.3,1,2400,22,0,28,29,1,25,4e-1,8e-1,1.4e-1,1e0,6.832587193169046e-5,5.63395e-4,4.0333992e-1,3.9348188e-7
7,1,1,0.3,2,2440,36,0,2,2,1,25,8e-1,6e-1,9e-2,8.788577e-1,1.1843601369066904e-3,6.0765445e-4,1.3065942e-2,1.4130016e-5
7,1,1,0.3,2,2480,20,0,0,3,0,25,8e-1,6e-1,1.4e-1,8.788577e-1,1.3884793941032022e-4,-8.885729e-4,1.9113937e-1,2.0654086e-6
7,1,1,0.3,2,2520,14,0,0,1,0,25,4e-1,4e-1,1.4e-1,1e0,2.457284971726235e-4,3.5937878e-4,2.9753435e-1,2.1703899e-7
7,1,1,0.3,2,2560,36,0,3,4,1,25,8e-1,6e-1,9e-2,8.788577e-1,1.3770869851987319e-4,1.3370313e-4,4.3000482e-2,2.0786426e-7
7,1,1,0.3,2,2600,33,0,0,0,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.7911355826623324e-4,9.314621e-4,2.13194e0,2.0348173e-7
7,1,1,0.3,2,2640,33,0,1,1,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.8597494559218563e-4,9.738632e-4,2.1557765e0,2.1996934e-7
7,1,1,0.3,2,2680,33,0,2,2,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.825408294746549e-4,9.810537e-4,2.203263e0,2.1841838e-7
7,1,1,0.3,2,2720,33,0,3,3,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.7297139717723517e-4,9.6368435e-4,2.2651353e0,2.0499604e-7
7,1,1,0.3,2,2760,33,0,4,4,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.6258312192357372e-4,9.3926553e-4,2.3286908e0,1.8942399e-7
7,1,1,0.3,2,2800,33,0,5,5,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.5343318929935982e-4,9.1525784e-4,2.3842888e0,1.7567018e-7
7,1,1,0.3,2,2840,33,0,6,6,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.453297494318208e-4,8.9103397e-4,2.4304922e0,1.6332937e-7
7,1,1,0.3,2,2880,33,0,7,7,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.3791202121714356e-4,8.6676516e-4,2.4695435e0,1.5210946e-7
7,1,1,0.3,2,2920,33,0,8,8,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.310192565488037e-4,8.428828e-4,2.5032043e0,1.4190839e-7
7,1,1,0.3,2,2960,33,0,9,9,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.2459860219446022e-4,8.202461e-4,2.532588e0,1.3282929e-7
7,1,1,0.3,2,3000,33,0,10,10,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.1860744450267246e-4,7.970507e-4,2.55728e0,1.2421202e-7
7,1,1,0.3,2,3040,33,0,11,11,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.130262724746822e-4,7.75014e-4,2.578278e0,1.16482134e-7
7,1,1,0.3,2,3080,33,0,12,12,0,25,2e-1,6e-1,9e-2,8.7885773e-1,1.0783627286007609e-4,7.5440266e-4,2.5958216e0,1.09622974e-7
