seed,rich,role,window,index,steps,x,y,target_x,target_y
7,1,eval,-1,38,24,4.3863744e-1,2.5289592e-1,4.7153798e-1,2.4138921e-1
7,1,eval,-1,39,24,1.870503e-1,5.806141e-1,2.0933004e-1,5.614864e-1
7,1,eval,-1,40,24,2.588924e-1,5.4978776e-1,2.6845434e-1,5.5263877e-1
7,1,eval,-1,41,24,4.068054e-1,5.343192e-1,4.58877e-1,5.7824445e-1
7,1,eval,-1,42,24,5.377839e-1,6.768215e-1,5.702908e-1,6.1115366e-1
7,1,eval,-1,43,24,8.447616e-1,2.3709607e-1,8.2874614e-1,2.6429495e-1
7,1,eval,-1,44,24,2.6749405e-1,5.843686e-1,2.8376392e-1,5.753661e-1
7,1,eval,-1,45,24,8.4525084e-1,4.0399262e-1,8.212673e-1,4.2016488e-1
7,1,eval,-1,46,24,8.014188e-1,2.469643e-1,7.8024465e-1,2.7689418e-1
7,1,eval,-1,47,24,5.5644685e-1,5.353698e-1,5.816333e-1,5.77288e-1
7,1,eval,-1,48,24,4.5444825e-1,3.197363e-1,5.0913376e-1,2.9992053e-1
7,1,eval,-1,49,24,2.8198594e-1,2.247256e-1,2.9846907e-1,2.3977116e-1
7,1,eval,-1,50,24,4.779584e-1,5.2089727e-1,5.514639e-1,5.7317716e-1
7,1,eval,-1,51,24,4.4164646e-1,7.902328e-1,4.607492e-1,7.4875355e-1
7,1,eval,-1,52,24,2.3654296e-1,4.5650235e-1,2.2937001e-1,4.8490757e-1
7,1,eval,-1,53,24,7.096485e-1,5.5484307e-1,6.239268e-1,5.7204145e-1
7,1,eval,-1,54,24,7.93522e-1,5.105532e-1,7.421104e-1,5.114844e-1
7,1,eval,-1,55,24,4.3228272e-1,8.3574975e-1,4.4842613e-1,8.0454975e-1
7,1,eval,-1,56,24,5.310887e-1,7.782084e-1,5.3601784e-1,7.0513743e-1
7,1,eval,-1,57,24,1.95684e-1,2.5623912e-1,2.0559509e-1,2.9248753e-1
7,1,eval,-1,58,24,3.423369e-1,3.007726e-1,3.3760783e-1,2.8095767e-1
7,1,eval,-1,59,24,1.5345374e-1,5.3381693e-1,1.752389e-1,5.274204e-1
7,1,eval,-1,60,24,8.346578e-1,2.5105813e-1,8.167307e-1,2.7993554e-1
7,1,eval,-1,61,24,4.96182e-1,8.316027e-1,4.965978e-1,7.9443485e-1
7,1,eval,-1,62,24,2.3139264e-1,4.797971e-1,2.3074009e-1,5.0099117e-1
7,1,eval,-1,63,24,4.573438e-1,6.6400254e-1,5.212721e-1,6.2133825e-1
19,0,train,0,0,8,5.699569e-1,8.2942915e-1,5.605808e-1,8.388247e-1
19,0,train,0,1,24,5.699569e-1,8.2942915e-1,5.43247e-1,8.5860175e-1
19,0,train,0,2,8,3.4390253e-1,6.910504e-1,3.367694e-1,6.793212e-1
19,0,train,0,3,24,3.4390253e-1,6.910504e-1,3.212691e-1,6.523079e-1
19,0,train,0,4,8,2.613454e-1,5.787997e-1,2.54099e-1,5.629264e-1
19,0,train,0,5,24,2.613454e-1,5.787997e-1,2.4113442e-1,5.3417295e-1
19,0,train,0,6,8,7.2878456e-1,6.274477e-1,7.299197e-1,6.15404e-1
19,0,train,0,7,24,7.2878456e-1,6.274477e-1,7.3286974e-1,5.8873844e-1
19,0,train,0,8,8,5.74703e-1,2.777612e-1,5.6528664e-1,2.6801133e-1
19,0,train,0,9,24,5.74703e-1,2.777612e-1,5.481852e-1,2.5104216e-1
19,0,train,0,10,8,5.9157205e-1,6.8323636e-1,5.8108884e-1,6.791315e-1
19,0,train,0,11,24,5.9157205e-1,6.8323636e-1,5.5914146e-1,6.6965574e-1
19,0,train,0,12,8,8.089663e-1,3.3765393e-1,8.070325e-1,3.3136594e-1
19,0,train,0,13,24,8.089663e-1,3.3765393e-1,8.0197155e-1,3.1923765e-1
19,0,train,0,14,8,5.659859e-1,7.706431e-1,5.555829e-1,7.754218e-1
19,0,train,0,15,24,5.659859e-1,7.706431e-1,5.3555584e-1,7.8569424e-1
19,0,train,0,16,8,5.461797e-1,5.560055e-1,5.3436446e-1,5.407291e-1
19,0,train,0,17,24,5.461797e-1,5.560055e-1,5.0969976e-1,5.080593e-1
19,0,train,0,18,8,6.8010104e-1,3.5707676e-1,6.719405e-1,3.440057e-1
19,0,train,0,19,24,6.8010104e-1,3.5707676e-1,6.5336406e-1,3.1904104e-1
19,0,train,0,20,8,4.0466708e-1,2.9438135e-1,4.0504313e-1,2.9013935e-1
19,0,train,0,21,24,4.0466708e-1,2.9438135e-1,4.0654263e-1,2.8231835e-1
19,0,train,0,22,8,7.564368e-1,1.6852821e-1,7.467381e-1,1.6564786e-1
19,0,train,0,23,24,7.564368e-1,1.6852821e-1,7.2590375e-1,1.6010772e-1
19,0,train,0,24,8,7.4465716e-1,8.389002e-1,7.4344945e-1,8.499413e-1
19,0,train,0,25,24,7.4465716e-1,8.389002e-1,7.4027425e-1,8.7488925e-1
19,0,train,0,26,8,7.4895096e-1,2.0386484e-1,7.39084e-1,2.0003916e-1
19,0,train,0,27,24,7.4895096e-1,2.0386484e-1,7.1780103e-1,1.9244309e-1
19,0,train,0,28,8,3.9684644e-1,2.7842668e-1,3.9871642e-1,2.7564284e-1
19,0,train,0,29,24,3.9684644e-1,2.7842668e-1,4.026584e-1,2.7019247e-1
19,0,train,0,30,8,4.698027e-1,7.0300186e-1,4.596946e-1,6.987356e-1
19,0,train,0,31,24,4.698027e-1,7.0300186e-1,4.3972075e-1,6.8763924e-1
19,0,train,1,0,8,6.0504395e-1,7.567586e-1,5.947536e-1,7.6053035e-1
19,0,train,1,1,24,6.0504395e-1,7.567586e-1,5.737592e-1,7.690913e-1
19,0,train,1,2,8,8.0672276e-1,7.175119e-1,8.146761e-1,7.1332526e-1
19,0,train,1,3,24,8.0672276e-1,7.175119e-1,8.3314097e-1,7.032115e-1
19,0,train,1,4,8,3.4047985e-1,7.881733e-1,3.3849648e-1,7.857055e-1
19,0,train,1,5,24,3.4047985e-1,7.881733e-1,3.3423072e-1,7.796628e-1
19,0,train,1,6,8,8.0824363e-1,1.7678721e-1,8.0184215e-1,1.7400445e-1
19,0,train,1,7,24,8.0824363e-1,1.7678721e-1,7.876383e-1,1.683909e-1
19,0,train,1,8,8,5.2425814e-1,7.2361434e-1,5.1356304e-1,7.2311604e-1
19,0,train,1,9,24,5.2425814e-1,7.2361434e-1,4.9277952e-1,7.2108114e-1
19,0,train,1,10,8,4.7712415e-1,2.928126e-1,4.7306183e-1,2.8450066e-1
19,0,train,1,11,24,4.7712415e-1,2.928126e-1,4.6683535e-1,2.7017605e-1
19,0,train,1,12,8,4.428237e-1,8.434017e-1,4.3969598e-1,8.4985954e-1
19,0,train,1,13,24,4.428237e-1,8.434017e-1,4.345474e-1,8.6364454e-1
19,0,train,1,14,8,4.5306998e-1,7.180158e-1,4.441241e-1,7.1444154e-1
19,0,train,1,15,24,4.5306998e-1,7.180158e-1,4.265635e-1,7.0493656e-1
19,0,train,1,16,8,2.4022803e-1,4.030609e-1,2.3971218e-1,4.03212e-1
19,0,train,1,17,24,2.4022803e-1,4.030609e-1,2.3871909e-1,4.035515e-1
19,0,train,1,18,8,2.603458e-1,1.587195e-1,2.7010864e-1,1.637988e-1
19,0,train,1,19,24,2.603458e-1,1.587195e-1,2.900864e-1,1.7396675e-1
19,0,train,1,20,8,2.8538936e-1,5.7309425e-1,2.769674e-1,5.574314e-1
19,0,train,1,21,24,2.8538936e-1,5.7309425e-1,2.6174572e-1,5.2883554e-1
19,0,train,1,22,8,6.5299666e-1,6.998004e-1,6.456598e-1,6.967218e-1
19,0,train,1,23,24,6.5299666e-1,6.998004e-1,6.295921e-1,6.8990207e-1
19,0,train,1,24,8,5.38944e-1,4.4855845e-1,5.2803516e-1,4.3057084e-1
19,0,train,1,25,24,5.38944e-1,4.4855845e-1,5.070235e-1,3.9626816e-1
19,0,train,1,26,8,6.8871903e-1,4.2418894e-1,6.8365645e-1,4.0856636e-1
19,0,train,1,27,24,6.8871903e-1,4.2418894e-1,6.7086166e-1,3.7843114e-1
19,0,train,1,28,8,6.912644e-1,2.4031156e-1,6.7981315e-1,2.340734e-1
19,0,train,1,29,24,6.912644e-1,2.4031156e-1,6.5618896e-1,2.2213489e-1
19,0,train,1,30,8,2.0730814e-1,7.99369e-1,2.0348048e-1,7.9374325e-1
19,0,train,1,31,24,2.0730814e-1,7.99369e-1,1.9514874e-1,7.8018504e-1
19,0,train,2,0,8,3.000108e-1,2.7876562e-1,3.0556166e-1,2.8238958e-1
19,0,train,2,1,24,3.000108e-1,2.7876562e-1,3.1566125e-1,2.8824866e-1
19,0,train,2,2,8,7.625127e-1,6.832408e-1,7.6629e-1,6.7585254e-1
19,0,train,2,3,24,7.625127e-1,6.832408e-1,7.754172e-1,6.585533e-1
19,0,train,2,4,8,1.815868e-1,3.1538546e-1,1.859323e-1,3.2359946e-1
19,0,train,2,5,24,1.815868e-1,3.1538546e-1,1.9390364e-1,3.387509e-1
19,0,train,2,6,8,5.54793e-1,6.1521363e-1,5.4316664e-1,6.043753e-1
19,0,train,2,7,24,5.54793e-1,6.1521363e-1,5.186849e-1,5.798562e-1
19,0,train,2,8,8,7.060088e-1,8.239621e-1,7.0116657e-1,8.340044e-1
19,0,train,2,9,24,7.060088e-1,8.239621e-1,6.900899e-1,8.568303e-1
19,0,train,2,10,8,4.6280506e-1,5.858933e-1,4.492988e-1,5.721864e-1
19,0,train,2,11,24,4.6280506e-1,5.858933e-1,4.2209026e-1,5.42687e-1
19,0,train,2,12,8,5.666399e-1,1.9811969e-1,5.586374e-1,1.9469272e-1
19,0,train,2,13,24,5.666399e-1,1.9811969e-1,5.445491e-1,1.8897377e-1
19,0,train,2,14,8,6.951133e-1,3.3734727e-1,6.867667e-1,3.2591015e-1
19,0,train,2,15,24,6.951133e-1,3.3734727e-1,6.678593e-1,3.039242e-1
19,0,train,2,16,8,4.7928953e-1,8.309486e-1,4.737804e-1,8.3787996e-1
19,0,train,2,17,24,4.7928953e-1,8.309486e-1,4.6433216e-1,8.52463e-1
19,0,train,2,18,8,7.5834405e-1,1.6534281e-1,7.487456e-1,1.6253011e-1
19,0,train,2,19,24,7.5834405e-1,1.6534281e-1,7.2811127e-1,1.5713464e-1
19,0,train,2,20,8,1.7298639e-1,1.7513418e-1,1.7887722e-1,1.8118529e-1
19,0,train,2,21,24,1.7298639e-1,1.7513418e-1,1.9159266e-1,1.9416636e-1
19,0,train,2,22,8,6.006639e-1,3.4087956e-1,5.906408e-1,3.2670277e-1
19,0,train,2,23,24,6.006639e-1,3.4087956e-1,5.7083654e-1,3.0094117e-1
19,0,train,2,24,8,4.5908198e-1,8.113003e-1,4.5394105e-1,8.1617504e-1
19,0,train,2,25,24,4.5908198e-1,8.113003e-1,4.4499654e-1,8.264267e-1
19,0,train,2,26,8,8.2177377e-1,5.740839e-1,8.301418e-1,5.6032693e-1
19,0,train,2,27,24,8.2177377e-1,5.740839e-1,8.470617e-1,5.334846e-1
19,0,train,2,28,8,7.3107123e-1,2.8248656e-1,7.2219616e-1,2.7522817e-1
19,0,train,2,29,24,7.3107123e-1,2.8248656e-1,7.025019e-1,2.6084548e-1
19,0,train,2,30,8,7.12914e-1,3.9042997e-1,7.0778567e-1,3.7718067e-1
19,0,train,2,31,24,7.12914e-1,3.9042997e-1,6.9487536e-1,3.5177526e-1
19,0,eval,-1,0,24,5.829635e-1,1.8844193e-1,5.5797964e-1,1.8058318e-1
19,0,eval,-1,1,24,7.8950655e-1,5.843929e-1,8.093005e-1,5.4145885e-1
19,0,eval,-1,2,24,6.922263e-1,6.6000426e-1,6.827947e-1,6.323539e-1
19,0,eval,-1,3,24,4.7183535e-1,3.1214744e-1,4.6003443e-1,2.86439e-1
19,0,eval,-1,4,24,2.2973076e-1,3.7501198e-1,2.3304357e-1,3.8315782e-1
19,0,eval,-1,5,24,6.8025863e-1,7.557795e-1,6.598232e-1,7.6625127e-1
19,0,eval,-1,6,24,3.3221126e-1,7.5187564e-1,3.2019684e-1,7.2893226e-1
19,0,eval,-1,7,24,8.089644e-1,6.0433567e-1,8.342195e-1,5.638458e-1
19,0,eval,-1,8,24,6.991e-1,5.312687e-1,6.9359934e-1,4.8133937e-1
19,0,eval,-1,9,24,5.232478e-1,7.652075e-1,4.957464e-1,7.7541786e-1
19,0,eval,-1,10,24,8.298266e-1,3.0815127e-1,8.234487e-1,2.9503232e-1
19,0,eval,-1,11,24,5.106567e-1,2.8106838e-1,4.952148e-1,2.5737458e-1
19,0,eval,-1,12,24,8.034545e-1,1.7693429e-1,7.8180724e-1,1.684481e-1
19,0,eval,-1,13,24,5.2503645e-1,2.1240056e-1,5.1149267e-1,2.0242071e-1
19,0,eval,-1,14,24,3.2767278e-1,2.089381e-1,3.5252497e-1,2.1884902e-1
19,0,eval,-1,15,24,3.0728108e-1,6.4811003e-1,2.8268656e-1,5.9934914e-1
19,0,eval,-1,16,24,1.5319726e-1,4.4818106e-1,1.5726934e-1,4.451097e-1
19,0,eval,-1,17,24,2.6683033e-1,8.4201217e-1,2.645424e-1,8.4430873e-1
19,0,eval,-1,18,24,7.2603846e-1,4.695419e-1,7.211135e-1,4.241874e-1
19,0,eval,-1,19,24,6.9711983e-1,5.224993e-1,6.9060236e-1,4.7229254e-1
19,0,eval,-1,20,24,5.4688156e-1,4.0026137e-1,5.179846e-1,3.5204393e-1
19,0,eval,-1,21,24,1.805907e-1,5.3935504e-1,1.744936e-1,5.079644e-1
19,0,eval,-1,22,24,6.346477e-1,4.5976797e-1,6.111612e-1,4.064273e-1
19,0,eval,-1,23,24,8.0436695e-1,8.04317e-1,8.2417625e-1,8.25067e-1
19,0,eval,-1,24,24,3.368733e-1,6.824348e-1,3.1348136e-1,6.409172e-1
19,0,eval,-1,25,24,1.5694639e-1,6.386229e-1,1.4682983e-1,5.898361e-1
19,0,eval,-1,26,24,2.4489903e-1,2.9643536e-1,2.5911203e-1,3.1392652e-1
19,0,eval,-1,27,24,3.358208e-1,8.268722e-1,3.3500978e-1,8.3109885e-1
19,0,eval,-1,28,24,6.4403296e-1,4.3587554e-1,6.203879e-1,3.8471198e-1
19,0,eval,-1,29,24,7.092955e-1,3.579206e-1,6.863496e-1,3.2316613e-1
19,0,eval,-1,30,24,4.5857552e-1,6.345767e-1,4.20785e-1,5.992848e-1
19,0,eval,-1,31,24,1.918765e-1,3.5671943e-1,2.0001572e-1,3.7297738e-1
19,0,eval,-1,32,24,7.354269e-1,3.926829e-1,7.218056e-1,3.5693815e-1
19,0,eval,-1,33,24,3.6245397e-1,5.714747e-1,3.2843125e-1,5.2649605e-1
19,0,eval,-1,34,24,4.066106e-1,3.6026862e-1,3.9573073e-1,3.374877e-1
19,0,eval,-1,35,24,3.1477055e-1,3.0812138e-1,3.2385933e-1,3.117423e-1
19,0,eval,-1,36,24,4.966031e-1,5.354074e-1,4.5709768e-1,4.8677236e-1
19,0,eval,-1,37,24,4.90427e-1,6.350705e-1,4.5203912e-1,6.025332e-1
19,0,eval,-1,38,24,6.1018676e-1,4.956826e-1,5.840278e-1,4.4107908e-1
19,0,eval,-1,39,24,4.7507706e-1,4.0769807e-1,4.4921866e-1,3.6610144e-1
19,0,eval,-1,40,24,4.1489843e-1,1.6399679e-1,4.3081576e-1,1.7021103e-1
19,0,eval,-1,41,24,7.946154e-1,4.280878e-1,7.977835e-1,3.9670607e-1
19,0,eval,-1,42,24,3.9871073e-1,5.511771e-1,3.6134726e-1,5.067413e-1
19,0,eval,-1,43,24,8.2003534e-1,4.910474e-1,8.359552e-1,4.5549047e-1
19,0,eval,-1,44,24,5.9054196e-1,7.898017e-1,5.6025785e-1,8.114419e-1
19,0,eval,-1,45,24,4.2394093e-1,4.8050094e-1,3.9054114e-1,4.3894008e-1
19,0,eval,-1,46,24,6.4531815e-1,2.3274982e-1,6.109114e-1,2.1485576e-1
19,0,eval,-1,47,24,5.9011555e-1,2.881704e-1,5.6128174e-1,2.588649e-1
19,0,eval,-1,48,24,6.323979e-1,3.617617e-1,6.029151e-1,3.1917265e-1
19,0,eval,-1,49,24,8.498496e-1,5.539762e-1,8.7710625e-1,5.1672304e-1
19,0,eval,-1,50,24,2.4829862e-1,8.140358e-1,2.4163456e-1,8.0385375e-1
19,0,eval,-1,51,24,2.7400973e-1,5.085068e-1,2.556905e-1,4.7839418e-1
19,0,eval,-1,52,24,2.6682994e-1,3.338632e-1,2.7399257e-1,3.4336877e-1
19,0,eval,-1,53,24,4.6949354e-1,7.0396435e-1,4.3956843e-1,6.8886083e-1
19,0,eval,-1,54,24,7.7878237e-1,7.297857e-1,7.947806e-1,7.21847e-1
19,0,eval,-1,55,24,5.327085e-1,5.822309e-1,4.94435e-1,5.3910846e-1
19,0,eval,-1,56,24,2.5006407e-1,2.2875777e-1,2.7376157e-1,2.4783252e-1
19,0,eval,-1,57,24,3.7515664e-1,8.273865e-1,3.7271294e-1,8.364922e-1
19,0,eval,-1,58,24,2.5058138e-1,4.4412985e-1,2.4250813e-1,4.330313e-1
19,0,eval,-1,59,24,7.02013e-1,1.5789863e-1,6.666782e-1,1.5132341e-1
19,0,eval,-1,60,24,3.3343577e-1,3.2925504e-1,3.3667022e-1,3.2629994e-1
19,0,eval,-1,61,24,4.918383e-1,7.587365e-1,4.670358e-1,7.636983e-1
19,0,eval,-1,62,24,4.440902e-1,6.143532e-1,4.052026e-1,5.741795e-1
19,0,eval,-1,63,24,3.1101573e-1,3.1427485e-1,3.1913695e-1,3.1790516e-1
19,1,train,0,0,8,5.699569e-1,8.2942915e-1,5.610997e-1,8.348762e-1
19,1,train,0,1,24,5.699569e-1,8.2942915e-1,5.4445916e-1,8.481807e-1
19,1,train,0,2,8,3.4390253e-1,6.910504e-1,3.3790064e-1,6.7967975e-1
19,1,train,0,3,24,3.4390253e-1,6.910504e-1,3.240809e-1,6.548189e-1
19,1,train,0,4,8,2.613454e-1,5.787997e-1,2.5112948e-1,5.666211e-1
19,1,train,0,5,24,2.613454e-1,5.787997e-1,2.3133554e-1,5.443063e-1
19,1,train,0,6,8,7.2878456e-1,6.274477e-1,7.047595e-1,6.114952e-1
19,1,train,0,7,24,7.2878456e-1,6.274477e-1,6.479724e-1,5.8747107e-1
19,1,train,0,8,8,5.74703e-1,2.777612e-1,5.700745e-1,2.646859e-1
19,1,train,0,9,24,5.74703e-1,2.777612e-1,5.601089e-1,2.4168506e-1
19,1,train,0,10,8,5.9157205e-1,6.8323636e-1,5.8569264e-1,6.5320134e-1
19,1,train,0,11,24,5.9157205e-1,6.8323636e-1,5.816132e-1,6.0982114e-1
19,1,train,0,12,8,8.089663e-1,3.3765393e-1,8.0694556e-1,3.3147806e-1
19,1,train,0,13,24,8.089663e-1,3.3765393e-1,8.01748e-1,3.195144e-1
19,1,train,0,14,8,5.659859e-1,7.706431e-1,5.585949e-1,7.611756e-1
19,1,train,0,15,24,5.659859e-1,7.706431e-1,5.478112e-1,7.3349863e-1
19,1,train,0,16,8,5.461797e-1,5.560055e-1,5.5713266e-1,5.611796e-1
19,1,train,0,17,24,5.461797e-1,5.560055e-1,5.709875e-1,5.678599e-1
19,1,train,0,18,8,6.8010104e-1,3.5707676e-1,6.724599e-1,3.4567028e-1
19,1,train,0,19,24,6.8010104e-1,3.5707676e-1,6.5617144e-1,3.224293e-1
19,1,train,0,20,8,4.0466708e-1,2.9438135e-1,4.0699008e-1,2.6669154e-1
19,1,train,0,21,24,4.0466708e-1,2.9438135e-1,4.1528377e-1,2.284602e-1
19,1,train,0,22,8,7.564368e-1,1.6852821e-1,7.467408e-1,1.6564643e-1
19,1,train,0,23,24,7.564368e-1,1.6852821e-1,7.2591645e-1,1.6010058e-1
19,1,train,0,24,8,7.4465716e-1,8.389002e-1,7.42922e-1,8.490491e-1
19,1,train,0,25,24,7.4465716e-1,8.389002e-1,7.389633e-1,8.7261593e-1
19,1,train,0,26,8,7.4895096e-1,2.0386484e-1,7.39093e-1,2.0003644e-1
19,1,train,0,27,24,7.4895096e-1,2.0386484e-1,7.178423e-1,1.9242734e-1
19,1,train,0,28,8,3.9684644e-1,2.7842668e-1,3.9908382e-1,2.545407e-1
19,1,train,0,29,24,3.9684644e-1,2.7842668e-1,4.0758547e-1,2.2191872e-1
19,1,train,0,30,8,4.698027e-1,7.0300186e-1,4.7232375e-1,6.894635e-1
19,1,train,0,31,24,4.698027e-1,7.0300186e-1,4.8421946e-1,6.5854305e-1
19,1,train,1,0,8,6.0504395e-1,7.567586e-1,5.948003e-1,7.410177e-1
19,1,train,1,1,24,6.0504395e-1,7.567586e-1,5.795754e-1,6.929651e-1
19,1,train,1,2,8,8.0672276e-1,7.175119e-1,8.1143856e-1,7.115509e-1
19,1,train,1,3,24,8.0672276e-1,7.175119e-1,8.227917e-1,6.979235e-1
19,1,train,1,4,8,3.4047985e-1,7.881733e-1,3.387157e-1,7.855553e-1
19,1,train,1,5,24,3.4047985e-1,7.881733e-1,3.3486888e-1,7.792053e-1
19,1,train,1,6,8,8.0824363e-1,1.7678721e-1,8.018423e-1,1.7400447e-1
19,1,train,1,7,24,8.0824363e-1,1.7678721e-1,7.876391e-1,1.6839078e-1
19,1,train,1,8,8,5.2425814e-1,7.2361434e-1,5.250269e-1,7.04892e-1
19,1,train,1,9,24,5.2425814e-1,7.2361434e-1,5.35845e-1,6.588461e-1
19,1,train,1,10,8,4.7712415e-1,2.928126e-1,4.8411813e-1,2.687302e-1
19,1,train,1,11,24,4.7712415e-1,2.928126e-1,4.9104828e-1,2.34197e-1
19,1,train,1,12,8,4.428237e-1,8.434017e-1,4.4006768e-1,8.492381e-1
19,1,train,1,13,24,4.428237e-1,8.434017e-1,4.3534628e-1,8.6205107e-1
19,1,train,1,14,8,4.5306998e-1,7.180158e-1,4.525523e-1,7.080051e-1
19,1,train,1,15,24,4.5306998e-1,7.180158e-1,4.543709e-1,6.8479663e-1
19,1,train,1,16,8,2.4022803e-1,4.030609e-1,2.2538643e-1,4.038836e-1
19,1,train,1,17,24,2.4022803e-1,4.030609e-1,2.0449035e-1,4.0698183e-1
19,1,train,1,18,8,2.603458e-1,1.587195e-1,2.6947364e-1,1.6266792e-1
19,1,train,1,19,24,2.603458e-1,1.587195e-1,2.8781825e-1,1.6956905e-1
19,1,train,1,20,8,2.8538936e-1,5.7309425e-1,2.7309155e-1,5.6321245e-1
19,1,train,1,21,24,2.8538936e-1,5.7309425e-1,2.4909903e-1,5.441026e-1
19,1,train,1,22,8,6.5299666e-1,6.998004e-1,6.336058e-1,6.7182314e-1
19,1,train,1,23,24,6.5299666e-1,6.998004e-1,6.032442e-1,6.198083e-1
19,1,train,1,24,8,5.38944e-1,4.4855845e-1,5.5053115e-1,4.514398e-1
19,1,train,1,25,24,5.38944e-1,4.4855845e-1,5.668511e-1,4.595813e-1
19,1,train,1,26,8,6.8871903e-1,4.2418894e-1,6.809859e-1,4.1618234e-1
19,1,train,1,27,24,6.8871903e-1,4.2418894e-1,6.662096e-1,3.985052e-1
19,1,train,1,28,8,6.912644e-1,2.4031156e-1,6.7998475e-1,2.340082e-1
19,1,train,1,29,24,6.912644e-1,2.4031156e-1,6.568502e-1,2.2183034e-1
19,1,train,1,30,8,2.0730814e-1,7.99369e-1,2.0348114e-1,7.9374385e-1
19,1,train,1,31,24,2.0730814e-1,7.99369e-1,1.9514997e-1,7.801881e-1
19,1,train,2,0,8,3.000108e-1,2.7876562e-1,2.960103e-1,2.705787e-1
19,1,train,2,1,24,3.000108e-1,2.7876562e-1,2.9263738e-1,2.5838572e-1
19,1,train,2,2,8,7.625127e-1,6.832408e-1,7.542348e-1,6.700954e-1
19,1,train,2,3,24,7.625127e-1,6.832408e-1,7.2397244e-1,6.38378e-1
19,1,train,2,4,8,1.815868e-1,3.1538546e-1,1.8214108e-1,3.222574e-1
19,1,train,2,5,24,1.815868e-1,3.1538546e-1,1.8190795e-1,3.353492e-1
19,1,train,2,6,8,5.54793e-1,6.1521363e-1,5.6283915e-1,6.020747e-1
19,1,train,2,7,24,5.54793e-1,6.1521363e-1,5.732384e-1,5.868737e-1
19,1,train,2,8,8,7.060088e-1,8.239621e-1,7.0004725e-1,8.315178e-1
19,1,train,2,9,24,7.060088e-1,8.239621e-1,6.8713105e-1,8.4967214e-1
19,1,train,2,10,8,4.6280506e-1,5.858933e-1,4.7445035e-1,5.835201e-1
19,1,train,2,11,24,4.6280506e-1,5.858933e-1,5.0475216e-1,5.797761e-1
19,1,train,2,12,8,5.666399e-1,1.9811969e-1,5.597893e-1,1.9326487e-1
19,1,train,2,13,24,5.666399e-1,1.9811969e-1,5.4771227e-1,1.8480444e-1
19,1,train,2,14,8,6.951133e-1,3.3734727e-1,6.870445e-1,3.266991e-1
19,1,train,2,15,24,6.951133e-1,3.3734727e-1,6.693924e-1,3.0550206e-1
19,1,train,2,16,8,4.7928953e-1,8.309486e-1,4.7455347e-1,8.36284e-1
19,1,train,2,17,24,4.7928953e-1,8.309486e-1,4.659886e-1,8.483481e-1
19,1,train,2,18,8,7.5834405e-1,1.6534281e-1,7.48748e-1,1.6252886e-1
19,1,train,2,19,24,7.5834405e-1,1.6534281e-1,7.2812194e-1,1.5712853e-1
19,1,train,2,20,8,1.7298639e-1,1.7513418e-1,1.786329e-1,1.8094371e-1
19,1,train,2,21,24,1.7298639e-1,1.7513418e-1,1.9054644e-1,1.9313766e-1
19,1,train,2,22,8,6.006639e-1,3.4087956e-1,5.9712213e-1,3.262311e-1
19,1,train,2,23,24,6.006639e-1,3.4087956e-1,5.885916e-1,2.9717633e-1
19,1,train,2,24,8,4.5908198e-1,8.113003e-1,4.5509657e-1,8.143151e-1
19,1,train,2,25,24,4.5908198e-1,8.113003e-1,4.47688e-1,8.2128024e-1
19,1,train,2,26,8,8.2177377e-1,5.740839e-1,8.252732e-1,5.609555e-1
19,1,train,2,27,24,8.2177377e-1,5.740839e-1,8.3390677e-1,5.352077e-1
19,1,train,2,28,8,7.3107123e-1,2.8248656e-1,7.222483e-1,2.7529517e-1
19,1,train,2,29,24,7.3107123e-1,2.8248656e-1,7.027688e-1,2.6096964e-1
19,1,train,2,30,8,7.12914e-1,3.9042997e-1,7.0672846e-1,3.7998718e-1
19,1,train,2,31,24,7.12914e-1,3.9042997e-1,6.9317526e-1,3.5843867e-1
19,1,eval,-1,0,24,5.829635e-1,1.8844193e-1,5.6007445e-1,1.7794812e-1
19,1,eval,-1,1,24,7.8950655e-1,5.843929e-1,7.7424467e-1,5.467507e-1
19,1,eval,-1,2,24,6.922263e-1,6.6000426e-1,6.1917436e-1,6.013136e-1
19,1,eval,-1,3,24,4.7183535e-1,3.1214744e-1,4.907645e-1,2.446906e-1
19,1,eval,-1,4,24,2.2973076e-1,3.7501198e-1,2.0262161e-1,3.8202965e-1
19,1,eval,-1,5,24,6.8025863e-1,7.557795e-1,6.367757e-1,7.069898e-1
19,1,eval,-1,6,24,3.3221126e-1,7.5187564e-1,3.212742e-1,7.2863305e-1
19,1,eval,-1,7,24,8.089644e-1,6.0433567e-1,8.1246173e-1,5.646256e-1
19,1,eval,-1,8,24,6.991e-1,5.312687e-1,6.356854e-1,5.394089e-1
19,1,eval,-1,9,24,5.232478e-1,7.652075e-1,5.128034e-1,7.3632187e-1
19,1,eval,-1,10,24,8.298266e-1,3.0815127e-1,8.233939e-1,2.951008e-1
19,1,eval,-1,11,24,5.106567e-1,2.8106838e-1,5.1507425e-1,2.3353449e-1
19,1,eval,-1,12,24,8.034545e-1,1.7693429e-1,7.8180933e-1,1.6844794e-1
19,1,eval,-1,13,24,5.2503645e-1,2.1240056e-1,5.1747906e-1,1.9287822e-1
19,1,eval,-1,14,24,3.2767278e-1,2.089381e-1,3.4729365e-1,1.9874194e-1
